Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
Canadian,International History,,16,10,10,24,16,11,20,7,5,20,13,9,12,7,7
Canadian,International Relations,,16,*,*,8,*,*,10,*,*,15,*,*,9,*,*
Canadian,International Relations,,57,19,12,58,18,7,53,15,*,51,24,15,38,18,9
Canadian,Language C..,,9,*,0,*,*,0,*,0,0,10,*,*,*,*,0
Canadian,Law School,,90,8,6,91,10,5,98,8,*,109,8,*,90,6,*
Canadian,Law School,,25,8,*,29,19,*,48,32,14,39,21,*,38,21,7
Canadian,Management,,29,11,7,27,6,*,40,5,*,24,*,*,38,*,*
Canadian,Management,,52,11,7,66,17,7,51,14,7,34,7,*,57,20,7
Canadian,Mathematics,,10,*,*,9,*,0,16,0,0,12,*,0,12,0,0
Canadian,Mathematics,,6,0,0,16,*,*,5,*,*,11,5,*,8,*,*
Canadian,Media and Communications,,42,18,10,35,18,10,46,20,11,45,19,13,31,9,6
Canadian,Methodology,,10,*,0,14,*,0,11,6,*,*,0,0,*,*,0
Canadian,"Philosophy, Logic and Scientific Method",,17,5,*,16,*,*,21,*,*,34,*,*,28,*,*
Canadian,"Philosophy, Logic and Scientific Method",,12,5,*,12,7,*,10,*,*,18,*,*,12,6,*
Canadian,Psychological and Behavio..,,*,0,0,10,*,*,8,0,0,14,*,0,19,*,*
Canadian,Psychological and Behavio..,,30,9,*,30,5,*,40,16,9,28,14,10,27,8,5
Canadian,School of Public Policy,,26,11,*,33,13,5,44,21,9,74,28,12,66,18,16
Canadian,Social Policy,,12,0,*,*,0,0,10,*,*,11,0,*,18,*,*
Canadian,Social Policy,,31,13,6,34,20,11,32,18,12,24,16,*,21,11,7
Canadian,Sociology Sociology,,*,*,0,5,0,0,*,0,0,*,*,0,8,0,0
Canadian,Sociology Sociology,,47,19,8,40,18,5,51,24,8,25,10,*,16,5,*
Canadian,Statistics,,5,0,0,13,0,0,14,0,0,18,*,*,18,*,*
Canadian,Statistics,,22,*,0,23,*,0,11,*,0,11,*,0,14,*,*
Cape Verde .. Media and C.. PG Taught,Statistics,,0,0,0,0,0,0,*,0,0,*,*,*,0,0,0
Cayman,Accounting,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Islands,Accounting,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Islands,Anthropology,,0,0,0,*,*,0,0,0,0,0,0,0,0,0,0
Islands,Finance,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Islands,Finance,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Islands,Geography ..,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Islands,Government,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Islands,Government,,0,0,0,0,0,0,*,*,*,*,*,*,0,0,0
Islands,Law School Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Islands,Law School Social Policy,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Islands,Statistics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Chad,Economics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Economics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Sociology,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Chilean,Accounting,,*,*,*,0,0,0,*,*,*,*,*,*,*,*,*
Chilean,Anthropology,,*,*,0,*,*,*,*,*,*,*,*,*,*,0,0
Chilean,Economic History,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Chilean,Economic History,,*,*,*,*,*,0,5,*,0,*,0,0,*,0,0
Chilean,Economics,,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Chilean,Economics,,15,5,*,5,*,*,*,0,0,5,*,0,5,*,*
Chilean,European Institute,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilean,Finance,,5,0,0,*,*,*,*,0,0,0,0,0,0,0,0
Chilean,Gender Studies,,*,*,0,10,6,*,8,*,*,*,*,*,8,6,5
Chilean,Geography and Environment,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Chilean,Geography and Environment,,17,10,*,6,*,*,11,6,0,12,5,*,9,5,*
Chilean,Government,,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Chilean,Government,,25,10,8,26,12,*,22,9,5,15,8,6,19,7,*
Chilean,Health Policy,,*,*,*,*,*,0,*,*,*,*,*,0,0,0,0
Chilean,International Development,,12,5,*,*,*,0,6,*,*,*,*,0,9,*,0
Chilean,International History,,0,0,0,*,*,0,0,0,0,0,0,0,*,0,0
Chilean,International History,,0,0,0,*,*,0,*,*,0,0,0,0,*,0,0
Chilean,International Relations,,0,0,0,*,0,0,*,0,0,0,0,0,*,0,0
Chilean,International Relations,,15,*,*,8,*,0,7,*,*,*,0,0,*,*,*
Chilean,Law School,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Chilean,Law School,,27,11,*,43,18,*,42,15,6,44,9,*,37,16,*
Chilean,Management,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Chilean,Management,,34,24,11,39,21,5,25,15,6,24,16,6,16,10,*
Chilean,Mathematics,,*,*,0,*,0,0,*,*,0,0,0,0,0,0,0
Chilean,Media and Communications,,10,5,*,9,7,*,5,*,0,7,*,*,13,5,*
Chilean,Methodology,,13,5,*,12,*,*,5,*,0,*,*,0,*,*,0
Chilean,"Philosophy, Logic and Scientific Method",,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Chilean,"Philosophy, Logic and Scientific Method",,5,*,0,5,*,*,*,0,0,5,*,0,5,*,*
Chilean,Psychological and Behavio..,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Chilean,Psychological and Behavio..,,*,0,0,13,5,*,*,*,0,16,*,0,*,0,0
Chilean,School of Public Policy,,24,17,9,33,20,14,60,36,13,81,48,24,76,52,15
Chilean,Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Chilean,Social Policy,,16,8,5,17,9,0,10,6,*,13,5,*,7,*,*
Chilean,Sociology,,23,16,7,19,13,5,13,6,*,14,8,*,13,7,*
Chilean,Statistics,,7,*,0,*,0,0,0,0,0,*,0,0,7,0,0
Chinese,"Accounting ,   ,",,299,29,17,325,50,38,348,28,21,331,14,6,215,30,23
Chinese,"Accounting ,   ,",,129,93,229,165,147,109,152,116,841,206,137,,,,
Chinese,Anthropology,,46,11,5,44,24,6,105,21,7,103,37,11,130,31,8
Chinese,Anthropology,,217,89,46,278,126,71,326,77,43,371,63,31,396,113,58
Chinese,Economic History,,76,11,7,104,18,12,155,7,5,143,7,*,115,12,8
Chinese,Economic History,,259,46,24,292,80,51,359,42,26,602,89,58,493,103,55
Chinese,Economics,,458,72,44,554,75,52,831,56,28,782,76,48,624,65,36
Chinese,Economics,,481,183,63,603,246,91,765,193,67,754,244,81,626,243,63
Chinese,European Institute,,199,51,27,249,50,35,228,38,28,209,49,33,194,48,26
Chinese,"Finance ,   ,",,118,10,7,138,11,*,191,*,0,220,*,*,119,0,0
Chinese,"Finance ,   ,",,222,109,266,116,251,117,245,107,252,100,,,,,
Chinese,Gender Studies,,217,23,12,225,34,17,249,23,17,304,43,28,368,63,36
Chinese,Geography and Environment,,80,22,9,103,24,16,130,11,8,177,8,6,195,18,10
Chinese,Geography and Environment,,820,109,66,845,131,74,117,63,151,86,162,92,,,
Chinese,Government,,113,11,*,138,27,13,209,17,11,205,30,15,180,40,15
Chinese,Government,,374,38,27,402,56,37,423,49,29,377,42,28,305,50,32
Chinese,Health Policy,,222,35,23,167,38,24,271,80,31,475,126,57,647,91,39
Chinese,International Development,,273,26,15,304,26,11,287,29,11,366,41,17,511,50,23
Chinese,International History,,40,9,5,47,13,*,72,*,0,72,17,5,87,39,8
Chinese,International History,,76,27,24,151,56,32,163,40,25,220,52,35,206,60,35
Chinese,International Relations,,32,12,*,44,8,5,62,5,*,34,6,*,31,*,*
Chinese,International Relations,,321,24,10,309,31,17,321,37,19,282,35,23,277,31,21
Chinese,Language C..,,48,*,*,56,11,*,66,10,*,62,19,6,84,17,*
Chinese,Law School,,73,15,5,75,15,8,91,8,5,75,7,5,63,6,*
Chinese,Law School,,739,97,53,571,74,39,537,82,40,535,79,46,580,89,48
Chinese,"Management ,   ,",,273,69,29,343,75,46,487,53,39,492,81,56,409,70,51
Chinese,"Management ,   ,",,281,165,324,192,291,183,328,188,364,201,,,,,
Chinese,Mathematics,,340,67,35,407,54,35,494,62,49,548,50,24,562,56,29
Chinese,Mathematics,,733,117,40,894,177,65,147,49,853,139,41,692,154,52,
Chinese,"Media and C..  ,   ,",,130,94,172,113,156,111,161,116,190,123,,,,,
Chinese,Methodology,,354,29,18,318,14,*,206,20,6,193,25,10,227,33,18
Chinese,"Philosophy, Logic and Scientific Method",,154,23,8,149,34,14,194,15,9,168,30,18,208,33,17
Chinese,"Philosophy, Logic and Scientific Method",,74,12,7,100,25,15,78,20,13,135,29,12,109,21,12
Chinese,Psychological and Behavio..,,83,16,7,150,23,7,231,18,*,248,32,14,217,32,13
Chinese,Psychological and Behavio..,,431,43,25,457,37,21,527,44,24,564,76,41,542,64,27
Chinese,School of Public Policy,,146,18,*,150,35,13,183,25,10,168,30,11,165,16,*
Chinese,Social Policy,,84,6,*,100,18,11,157,*,*,183,7,6,185,9,5
Chinese,Social Policy,,231,27,15,291,58,24,301,37,20,319,52,31,337,95,56
Chinese,Sociology,,79,21,7,137,22,15,245,15,8,241,23,18,255,10,7
Chinese,Sociology,,437,62,27,583,63,19,532,71,40,522,114,56,539,100,49
Chinese,"Statistics ,   ,",,253,57,21,282,67,39,446,58,43,481,65,42,373,49,33
Chinese,"Statistics ,   ,",,131,55,185,78,170,80,190,77,953,179,66,,,,
Colombian,Accounting,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Colombian,Accounting,,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0
Colombian,Anthropology,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Colombian,Anthropology,,*,*,*,*,*,0,*,*,*,*,*,0,*,*,*
Colombian,Economic History,,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Colombian,Economic History,,5,*,0,*,*,*,*,*,0,*,*,0,*,*,0
Colombian,Economics Economics,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Colombian,Economics Economics,,*,*,0,6,*,*,*,0,0,6,*,*,*,*,0
Colombian,European Institute,,*,*,0,*,*,0,*,0,0,*,*,*,*,*,0
Colombian,Finance,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Colombian,Finance,,5,0,0,9,*,*,7,0,0,7,*,*,*,*,*
Colombian,Gender Studies,,7,*,0,7,5,*,7,*,*,9,5,*,10,5,*
Colombian,Geography and Environment,,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Colombian,Geography and Environment,,32,15,6,31,16,*,41,21,10,24,9,7,28,11,7
Colombian,Government,,*,0,0,6,0,0,*,0,0,*,0,0,*,0,0
Colombian,Government,,31,8,5,22,8,5,26,6,*,21,8,*,10,6,*
Colombian,Health Policy,,0,0,0,*,*,*,*,*,*,0,0,0,0,0,0
Colombian,International Development,,27,15,6,14,6,5,19,8,6,24,11,6,21,14,5
Colombian,International History,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombian,International History,,*,0,0,*,*,*,*,0,0,0,0,0,*,0,0
Colombian,International Relations,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Colombian,International Relations,,11,*,0,10,*,*,8,*,*,11,*,*,*,0,0
Colombian,Language C..,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Colombian,Law School,,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Colombian,Law School,,30,11,*,46,21,6,32,14,*,28,9,*,21,15,6
Colombian,Management,,0,0,0,*,0,0,*,0,0,0,0,0,*,*,0
Colombian,Management,,25,13,8,32,14,7,27,10,*,18,10,*,20,10,7
Colombian,Mathematics,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Colombian,Mathematics,,*,*,0,*,0,0,5,0,0,0,0,0,*,*,*
Colombian,Media and Communications,,8,5,*,8,*,0,12,5,*,*,*,*,7,5,5
Colombian,Methodology,,5,0,0,7,*,*,8,*,*,8,*,*,*,*,0
Colombian,"Philosophy, Logic and Scientific Method",,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
Colombian,"Philosophy, Logic and Scientific Method",,*,*,*,*,*,*,0,0,0,*,0,0,*,*,*
Colombian,Psychological and Behavio..,,*,*,0,0,0,0,*,0,0,0,0,0,0,0,0
Colombian,Psychological and Behavio..,,7,*,*,11,6,*,17,5,*,12,*,0,*,*,*
Colombian,School of Public Policy,,33,18,*,23,17,*,27,21,8,30,21,*,30,16,6
Colombian,Social Policy,,*,0,0,0,0,0,*,0,0,*,*,0,0,0,0
Colombian,Social Policy,,11,5,*,12,5,*,13,6,5,8,6,*,9,5,*
Colombian,Sociology,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Colombian,Sociology,,11,6,*,14,8,*,15,*,*,11,*,*,18,6,*
Colombian,Statistics,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Colombian,Statistics,,12,*,*,5,*,*,7,*,0,5,*,0,*,0,0
Comoran,Government,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
(Comoros Isl.. Mathematics,Government,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Congo,Accounting,,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
(Democratic,Accounting,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Republic),Accounting,,,,,,,,,,,,,,,,
Republic),Economic History,,0,0,0,*,0,0,*,0,0,*,*,*,0,0,0
Republic),Economic History,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Republic),Economics,,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Republic),Economics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic),Finance,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Gender Studies,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic),Geography ..,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Government,,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Republic),Government,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Republic),Health Policy,,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
Republic),International Development,,*,*,0,*,0,0,0,0,0,*,0,0,0,0,0
Republic),International Relations,,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Congo,International Relations,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(Democratic,International Relations,,,,,,,,,,,,,,,,
Republic),Law School Management,,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Republic),Law School Management,,*,*,*,*,0,0,*,0,0,*,*,0,*,0,0
Republic),Mathematics Media and C..,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Republic),Mathematics Media and C..,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),School of Public Policy,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Republic),Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Republic),Social Policy,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Republic),Sociology,,*,*,*,*,0,0,0,0,0,0,0,0,*,0,0
Republic),Statistics,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Congo,Government Health Policy,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
(Peoples,Government Health Policy,,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0
Republic),Government Health Policy,,,,,,,,,,,,,,,,
Republic),International Development,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Management Methodology,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Management Methodology,,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Republic),"Philosophy, .. School of Pu..",,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),"Philosophy, .. School of Pu..",,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Costa Rican,Accounting Economics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Accounting Economics,,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Costa Rican,European Institute,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Costa Rican,Finance Gender Stud..,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Finance Gender Stud..,,*,0,0,*,0,0,*,*,0,*,0,0,0,0,0
Costa Rican,Geography and Environment,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Costa Rican,Geography and Environment,,*,*,0,*,*,0,0,0,0,0,0,0,0,0,0
Costa Rican,Government,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Costa Rican,Government,,*,0,0,*,*,0,*,*,0,*,0,0,0,0,0
Costa Rican,Health Policy,,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,International Development,,5,*,0,*,*,0,*,0,0,*,*,0,*,*,*
Costa Rican,Language C.. Law School,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Language C.. Law School,,*,*,*,*,*,0,*,0,0,*,*,0,*,*,*
Costa Rican,Management,,5,*,*,*,*,0,0,0,0,*,*,*,*,*,*
Costa Rican,Mathematics Media and C..,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Costa Rican,Mathematics Media and C..,,*,*,0,*,*,0,*,*,0,*,0,0,*,*,*
Costa Rican,Methodology,,*,*,0,*,*,0,*,0,0,*,0,0,*,0,0
Costa Rican,"Philosophy, .. Psychologic..",,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
Costa Rican,"Philosophy, .. Psychologic..",,*,*,*,*,*,0,*,*,0,*,0,0,*,0,0
Costa Rican,School of Public Policy,,*,*,*,*,*,*,*,*,0,*,*,0,*,*,*
Costa Rican,Social Policy,,0,0,0,*,*,0,*,*,0,*,*,0,0,0,0
Costa Rican,Sociology,,*,0,0,*,*,0,*,*,*,0,0,0,*,*,*
Croatian,Accounting,,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Croatian,Accounting,,0,0,0,*,0,0,*,*,*,0,0,0,*,*,*
Croatian,Anthropology,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Economic History,,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Croatian,Economic History,,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0
Croatian,Economics,,7,0,0,0,0,0,*,0,0,*,0,0,*,*,0
Croatian,Economics,,0,0,0,*,0,0,*,*,0,*,*,0,*,0,0
Croatian,European Institute,,*,0,0,*,*,0,*,*,*,*,*,*,0,0,0
Croatian,Finance,,*,*,0,0,0,0,*,0,0,*,0,0,0,0,0
Croatian,Finance,,5,0,0,*,0,0,*,0,0,*,0,0,7,*,0
Croatian,Gender Studies,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Geography and Environment,,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Croatian,Geography and Environment,,*,*,0,*,0,0,0,0,0,0,0,0,*,0,0
Croatian,Government,,*,0,0,*,0,0,*,0,0,0,0,0,*,0,*
Croatian,Government,,*,0,0,*,*,*,0,0,0,*,0,0,*,*,*
Croatian,Health Policy,,0,0,0,*,*,*,0,0,0,*,0,0,*,*,*
Croatian,International Development,,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
Croatian,International Development,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Croatian,International Relations,,*,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Croatian,International Relations,,*,*,*,0,0,0,0,0,0,*,*,*,*,*,0
Croatian,Language C..,,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Law School,,*,0,0,*,*,*,*,0,0,*,0,0,*,0,0
Croatian,Law School,,*,*,0,*,*,*,0,0,0,*,0,0,*,*,*
Croatian,Management,,6,*,0,*,*,*,0,0,0,*,0,0,0,0,0
Croatian,Management,,7,*,*,6,*,*,*,*,0,*,*,*,6,*,*
Croatian,Mathematics,,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Croatian,Mathematics,,*,0,0,*,*,0,*,0,0,0,0,0,0,0,0
Croatian,Media and Communications,,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0
Croatian,Methodology,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Croatian,"Philosophy, ..",,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Croatian,Psychological and Behavio..,,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Croatian,Psychological and Behavio..,,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Croatian,School of Public Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Croatian,Social Policy,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Croatian,Sociology,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Croatian,Sociology,,*,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Croatian,Statistics,,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Cuban,Accounting,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Cuban,Economics International..,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Cuban,Economics International..,,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuban,International Relations,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Cuban,International Relations,,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
Cuban,Mathematics,,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuban,Sociology Law School,,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Cypriot,Sociology Law School,,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
Cypriot,Accounting,,7,*,*,13,*,*,9,*,*,18,6,*,13,5,*
(European,Accounting,,0,0,0,*,*,*,0,0,0,*,0,0,*,*,*
Union),Accounting,,,,,,,,,,,,,,,,
Union),Anthropology,,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*
Union),Anthropology,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Union),Economic History,,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Union),Economic History,,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0
Union),Economics,,10,0,0,12,*,*,8,*,*,9,0,0,15,*,*
Union),Economics,,*,0,0,5,*,0,*,0,0,5,0,0,*,0,0
Union),European Institute,,*,0,0,*,*,*,*,0,0,*,*,0,*,*,*
Union),Finance,,*,*,0,*,0,0,*,*,*,8,*,*,*,*,*
Union),Finance,,26,5,*,35,5,*,25,*,0,16,*,*,12,0,0
Union),Gender Studies,,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Union),Geography and Environment,,*,*,*,*,0,0,*,*,0,6,*,*,*,*,0
Union),Geography and Environment,,*,0,0,*,*,0,7,*,*,5,*,*,6,*,*
Union),Government,,*,0,0,*,0,0,9,*,*,5,0,0,*,0,0
Union),Government,,*,*,*,*,*,*,6,*,0,5,0,0,*,0,0
Union),Health Policy,,0,0,0,*,*,*,0,0,0,0,0,0,*,*,0
Union),International Development,,0,0,0,0,0,0,*,0,0,*,*,*,*,*,0
Cypriot,International,,*,*,*,*,0,0,*,0,0,*,0,0,*,0,0
(European,History,,,,,,,,,,,,,,,,
Union),History,,0,0,0,*,*,0,0,0,0,0,0,0,*,*,0
Union),International Relations,,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Union),International Relations,,*,*,0,*,*,*,*,*,*,*,*,*,5,*,0
Union),Language C..,,*,*,0,0,0,0,*,*,*,*,0,0,0,0,0
Union),Law School,,12,5,*,18,*,*,9,*,0,14,*,*,13,*,*
Union),Law School,,36,19,12,31,13,10,15,10,5,16,6,6,19,7,*
Union),Management,,*,*,*,9,*,*,6,*,0,5,0,0,*,*,*
Union),Management,,21,6,*,16,*,*,31,7,*,34,9,7,25,10,7
Union),Mathematics,,10,*,*,10,*,*,8,0,0,7,*,0,9,0,0
Union),Mathematics,,9,*,*,5,*,*,5,*,0,5,*,*,6,*,0
Union),Media and Communications,,*,*,0,*,0,0,6,*,*,*,*,*,*,*,*
Union),"Philosophy, Logic and Scientific Method",,*,0,0,*,*,*,*,0,0,6,*,0,*,0,0
Union),"Philosophy, Logic and Scientific Method",,0,0,0,0,0,0,*,*,0,*,0,0,0,0,0
Union),Psychological and Behavio..,,0,0,0,*,*,0,0,0,0,*,0,0,*,0,0
Union),Psychological and Behavio..,,*,*,*,*,*,*,*,*,0,*,0,0,*,0,0
Union),School of Public Policy,,*,*,*,0,0,0,0,0,0,*,0,0,0,0,0
Union),Social Policy,,*,*,*,*,0,0,*,0,0,0,0,0,*,*,*
Union),Social Policy,,*,*,*,0,0,0,*,*,0,*,*,*,0,0,0
Union),Sociology,,*,*,0,0,0,0,*,0,0,*,*,*,0,0,0
Union),Sociology,,5,*,*,*,0,0,0,0,0,*,*,*,*,0,0
Union),Statistics,,7,*,*,11,*,*,10,*,*,7,*,*,11,*,*
Union),Statistics,,16,6,*,13,5,*,9,*,*,9,*,*,6,*,0
Cypriot (Non-,Accounting,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
European,Anthropology,,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Union),Anthropology,,,,,,,,,,,,,,,,
Union),Economic Hi..,,0,0,0,*,*,*,*,*,0,0,0,0,0,0,0
Union),International Development,,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Union),Law School,,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Czech,Accounting,,0,0,0,*,0,0,0,0,0,5,*,*,6,*,0
Czech,Accounting,,*,0,0,*,0,0,*,*,*,*,*,*,*,*,*
Czech,Anthropology,,0,0,0,*,0,0,0,0,0,*,0,0,*,*,0
Czech,Anthropology,,*,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Czech,Economic History,,0,0,0,*,0,0,0,0,0,*,0,0,*,*,*
Czech,Economic History,,*,0,0,*,*,*,*,0,0,*,*,0,*,*,0
Czech,Economics,,6,0,0,*,0,0,*,0,0,9,*,0,*,*,0
Czech,Economics,,*,*,0,0,0,0,5,0,0,*,*,*,*,0,0
Czech,European Institute,,5,*,*,*,*,*,*,*,*,*,*,*,*,0,0
Czech,Finance,,*,*,0,*,0,0,0,0,0,7,*,*,*,*,*
Czech,Finance,,9,6,*,*,*,*,9,*,0,*,*,*,*,0,0
Czech,Gender Studies,,0,0,0,*,*,*,0,0,0,*,*,*,0,0,0
Czech,Geography and Environment,,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Czech,Geography and Environment,,*,*,*,6,*,*,*,0,0,*,*,*,*,0,0
Czech,Government,,11,*,*,8,*,*,6,*,0,*,*,0,*,0,0
Czech,Government,,*,*,*,*,*,0,*,*,0,7,*,0,*,*,0
Czech,Health Policy,,*,*,0,*,*,*,*,*,*,0,0,0,0,0,0
Czech,International Development,,6,*,0,*,*,*,*,*,0,*,*,*,*,*,*
Czech,International History,,*,*,0,*,0,0,0,0,0,*,0,0,6,*,0
Czech,International History,,*,*,*,0,0,0,0,0,0,0,0,0,*,*,*
Czech,International Relations,,*,0,0,*,*,*,*,*,0,*,0,0,*,0,0
Czech,International Relations,,*,0,0,*,*,*,*,0,0,5,*,*,*,*,*
Czech,Language C..,,*,0,0,*,0,0,*,0,0,0,0,0,*,*,*
Czech,Law School,,13,*,*,5,*,*,9,*,0,5,*,*,*,*,*
Czech,Law School,,0,0,0,5,*,*,7,*,*,*,0,0,*,*,0
