Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023
Cameroonian,Law School  Law School ,PG Taught,0,0,0,2.5,2.5,0,0,0,0,2.5,0,0,2.5,0,0
Cameroonian,Management  ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Cameroonian,Management  ,PG Taught,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0,2.5,2.5,0
Cameroonian,Mathematics ,PG Taught,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Cameroonian,Media and C.. ,PG Taught,0,0,0,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0
Cameroonian,"Philosophy,  Logic and S.. ",UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,2.5,2.5,0,0,0
Cameroonian,"Philosophy,  Logic and S.. ",PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Cameroonian,School of Pu.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,2.5,0,2.5,0,0
Cameroonian,Social Policy  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Cameroonian,Social Policy  ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0
Cameroonian,Sociology ,PG Taught,0,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Cameroonian,Statistics ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Canadian,Accounting  ,UG Degree,13,2.5,2.5,18,2.5,2.5,10,2.5,2.5,14,2.5,2.5,20,2.5,2.5
Canadian,Accounting  ,PG Taught,5,0,0,12,2.5,2.5,2.5,2.5,2.5,7,2.5,2.5,6,2.5,2.5
Canadian,Anthropology  ,UG Degree,6,2.5,0,10,5,2.5,10,2.5,2.5,5,2.5,2.5,6,0,0
Canadian,Anthropology  ,PG Taught,8,2.5,2.5,6,2.5,0,8,2.5,2.5,2.5,2.5,0,2.5,2.5,0
Canadian,Economic  History ,UG Degree,7,2.5,0,9,0,0,2.5,0,0,6,0,0,5,0,0
Canadian,Economic  History ,PG Taught,13,7,2.5,6,6,2.5,2.5,2.5,2.5,10,5,2.5,13,7,6
Canadian,Economics  ,UG Degree,23,0,0,32,2.5,0,30,2.5,0,47,2.5,0,39,2.5,2.5
Canadian,Economics  ,PG Taught,49,19,2.5,39,19,2.5,42,15,7,31,14,2.5,29,12,7
Canadian,European In.. ,PG Taught,23,15,12,21,11,6,11,5,2.5,13,7,0,12,10,7
Canadian,Finance  ,UG Degree,17,2.5,2.5,14,2.5,2.5,17,0,0,27,2.5,2.5,18,0,0
Canadian,Finance  ,PG Taught,29,7,2.5,41,14,2.5,46,9,2.5,30,2.5,2.5,34,9,6
Canadian,Gender Stud.. ,PG Taught,21,11,6,16,8,2.5,13,2.5,2.5,16,9,8,8,2.5,2.5
Canadian,Geography  and Environ.. ,UG Degree,7,2.5,2.5,13,2.5,2.5,13,0,0,11,2.5,2.5,11,2.5,0
Canadian,Geography  and Environ.. ,PG Taught,53,23,8,61,27,9,71,24,13,49,13,7,36,12,6
Canadian,Government  ,UG Degree,32,2.5,2.5,32,6,2.5,28,2.5,0,45,2.5,2.5,40,6,2.5
Canadian,Government  ,PG Taught,82,28,16,57,26,16,65,27,9,59,24,12,45,20,10
Canadian,Health Policy ,PG Taught,39,23,13,30,20,13,30,16,7,24,15,10,22,12,2.5
Canadian,International.. ,PG Taught,56,18,10,40,19,5,47,19,10,40,16,6,41,23,9
Canadian,International  History ,UG Degree,12,2.5,2.5,10,2.5,2.5,10,2.5,2.5,14,2.5,0,20,9,2.5
Canadian,International  History ,PG Taught,16,10,10,24,16,11,20,7,5,20,13,9,12,7,7
Canadian,International  Relations ,UG Degree,16,2.5,2.5,8,2.5,2.5,10,2.5,2.5,15,2.5,2.5,9,2.5,2.5
Canadian,International  Relations ,PG Taught,57,19,12,58,18,7,53,15,2.5,51,24,15,38,18,9
Canadian,Language C.. ,UG Degree,9,2.5,0,2.5,2.5,0,2.5,0,0,10,2.5,2.5,2.5,2.5,0
Canadian,Law School  ,UG Degree,90,8,6,91,10,5,98,8,2.5,109,8,2.5,90,6,2.5
Canadian,Law School  ,PG Taught,25,8,2.5,29,19,2.5,48,32,14,39,21,2.5,38,21,7
Canadian,Management  ,UG Degree,29,11,7,27,6,2.5,40,5,2.5,24,2.5,2.5,38,2.5,2.5
Canadian,Management  ,PG Taught,52,11,7,66,17,7,51,14,7,34,7,2.5,57,20,7
Canadian,Mathematics  ,UG Degree,10,2.5,2.5,9,2.5,0,16,0,0,12,2.5,0,12,0,0
Canadian,Mathematics  ,PG Taught,6,0,0,16,2.5,2.5,5,2.5,2.5,11,5,2.5,8,2.5,2.5
Canadian,Media and C.. ,PG Taught,42,18,10,35,18,10,46,20,11,45,19,13,31,9,6
Canadian,Methodology ,PG Taught,10,2.5,0,14,2.5,0,11,6,2.5,2.5,0,0,2.5,2.5,0
Canadian,"Philosophy,  Logic and S.. ",UG Degree,17,5,2.5,16,2.5,2.5,21,2.5,2.5,34,2.5,2.5,28,2.5,2.5
Canadian,"Philosophy,  Logic and S.. ",PG Taught,12,5,2.5,12,7,2.5,10,2.5,2.5,18,2.5,2.5,12,6,2.5
Canadian,Psychological  and Behavio.. ,UG Degree,2.5,0,0,10,2.5,2.5,8,0,0,14,2.5,0,19,2.5,2.5
Canadian,Psychological  and Behavio.. ,PG Taught,30,9,2.5,30,5,2.5,40,16,9,28,14,10,27,8,5
Canadian,School of Pu.. ,PG Taught,26,11,2.5,33,13,5,44,21,9,74,28,12,66,18,16
Canadian,Social Policy  ,UG Degree,12,0,2.5,2.5,0,0,10,2.5,2.5,11,0,2.5,18,2.5,2.5
Canadian,Social Policy  ,PG Taught,31,13,6,34,20,11,32,18,12,24,16,2.5,21,11,7
Canadian,Sociology  Sociology ,UG Degree,2.5,2.5,0,5,0,0,2.5,0,0,2.5,2.5,0,8,0,0
Canadian,Sociology  Sociology ,PG Taught,47,19,8,40,18,5,51,24,8,25,10,2.5,16,5,2.5
Canadian,Statistics  ,UG Degree,5,0,0,13,0,0,14,0,0,18,2.5,2.5,18,2.5,2.5
Canadian,Statistics  ,PG Taught,22,2.5,0,23,2.5,0,11,2.5,0,11,2.5,0,14,2.5,2.5
Cayman Islands,Accounting  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,Accounting  ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Cayman Islands,Anthropology ,UG Degree,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Cayman Islands,Finance  ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Cayman Islands,Finance  ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Cayman Islands,Geography .. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Cayman Islands,Government  ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cayman Islands,Government  ,PG Taught,0,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0
Cayman Islands,Law School  Social Policy ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Cayman Islands,Law School  Social Policy ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Cayman Islands,Statistics ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Chad,Economics  ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Economics  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Sociology ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Chilean,Accounting ,PG Taught,2.5,2.5,2.5,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Chilean,Anthropology ,PG Taught,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0
Chilean,Economic  History ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Chilean,Economic  History ,PG Taught,2.5,2.5,2.5,2.5,2.5,0,5,2.5,0,2.5,0,0,2.5,0,0
Chilean,Economics  ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Chilean,Economics  ,PG Taught,15,5,2.5,5,2.5,2.5,2.5,0,0,5,2.5,0,5,2.5,2.5
Chilean,European In.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chilean,Finance ,PG Taught,5,0,0,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0
Chilean,Gender Stud.. ,PG Taught,2.5,2.5,0,10,6,2.5,8,2.5,2.5,2.5,2.5,2.5,8,6,5
Chilean,Geography  and Environ.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Chilean,Geography  and Environ.. ,PG Taught,17,10,2.5,6,2.5,2.5,11,6,0,12,5,2.5,9,5,2.5
Chilean,Government  ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Chilean,Government  ,PG Taught,25,10,8,26,12,2.5,22,9,5,15,8,6,19,7,2.5
Chilean,Health Policy ,PG Taught,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,0,0,0,0
Chilean,International.. ,PG Taught,12,5,2.5,2.5,2.5,0,6,2.5,2.5,2.5,2.5,0,9,2.5,0
Chilean,International  History ,UG Degree,0,0,0,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0
Chilean,International  History ,PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,0,0,0,0,2.5,0,0
Chilean,International  Relations ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0
Chilean,International  Relations ,PG Taught,15,2.5,2.5,8,2.5,0,7,2.5,2.5,2.5,0,0,2.5,2.5,2.5
Chilean,Law School  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Chilean,Law School  ,PG Taught,27,11,2.5,43,18,2.5,42,15,6,44,9,2.5,37,16,2.5
Chilean,Management  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Chilean,Management  ,PG Taught,34,24,11,39,21,5,25,15,6,24,16,6,16,10,2.5
Chilean,Mathematics ,PG Taught,2.5,2.5,0,2.5,0,0,2.5,2.5,0,0,0,0,0,0,0
Chilean,Media and C.. ,PG Taught,10,5,2.5,9,7,2.5,5,2.5,0,7,2.5,2.5,13,5,2.5
Chilean,Methodology ,PG Taught,13,5,2.5,12,2.5,2.5,5,2.5,0,2.5,2.5,0,2.5,2.5,0
Chilean,"Philosophy,  Logic and S.. ",UG Degree,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Chilean,"Philosophy,  Logic and S.. ",PG Taught,5,2.5,0,5,2.5,2.5,2.5,0,0,5,2.5,0,5,2.5,2.5
Chilean,Psychological  and Behavio.. ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Chilean,Psychological  and Behavio.. ,PG Taught,2.5,0,0,13,5,2.5,2.5,2.5,0,16,2.5,0,2.5,0,0
Chilean,School of Pu.. ,PG Taught,24,17,9,33,20,14,60,36,13,81,48,24,76,52,15
Chilean,Social Policy  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Chilean,Social Policy  ,PG Taught,16,8,5,17,9,0,10,6,2.5,13,5,2.5,7,2.5,2.5
Chilean,Sociology ,PG Taught,23,16,7,19,13,5,13,6,2.5,14,8,2.5,13,7,2.5
Chilean,Statistics ,PG Taught,7,2.5,0,2.5,0,0,0,0,0,2.5,0,0,7,0,0
Chinese,"Accounting   ,   ,",UG Degree,299,29,17,325,50,38,348,28,21,331,14,6,215,30,23
Chinese,Anthropology  ,UG Degree,46,11,5,44,24,6,105,21,7,103,37,11,130,31,8
Chinese,Anthropology  ,PG Taught,217,89,46,278,126,71,326,77,43,371,63,31,396,113,58
Chinese,Economic  History ,UG Degree,76,11,7,104,18,12,155,7,5,143,7,2.5,115,12,8
Chinese,Economic  History ,PG Taught,259,46,24,292,80,51,359,42,26,602,89,58,493,103,55
Chinese,Economics  ,UG Degree,458,72,44,554,75,52,831,56,28,782,76,48,624,65,36
Chinese,Economics  ,PG Taught,481,183,63,603,246,91,765,193,67,754,244,81,626,243,63
Chinese,European In.. ,PG Taught,199,51,27,249,50,35,228,38,28,209,49,33,194,48,26
Chinese,"Finance   ,   ,",UG Degree,118,10,7,138,11,2.5,191,2.5,0,220,2.5,2.5,119,0,0
Chinese,Gender Stud.. ,PG Taught,217,23,12,225,34,17,249,23,17,304,43,28,368,63,36
Chinese,Geography  and Environ.. ,UG Degree,80,22,9,103,24,16,130,11,8,177,8,6,195,18,10
Chinese,Government  ,UG Degree,113,11,2.5,138,27,13,209,17,11,205,30,15,180,40,15
Chinese,Government  ,PG Taught,374,38,27,402,56,37,423,49,29,377,42,28,305,50,32
Chinese,Health Policy ,PG Taught,222,35,23,167,38,24,271,80,31,475,126,57,647,91,39
Chinese,International.. ,PG Taught,273,26,15,304,26,11,287,29,11,366,41,17,511,50,23
Chinese,International  History ,UG Degree,40,9,5,47,13,2.5,72,2.5,0,72,17,5,87,39,8
Chinese,International  History ,PG Taught,76,27,24,151,56,32,163,40,25,220,52,35,206,60,35
Chinese,International  Relations ,UG Degree,32,12,2.5,44,8,5,62,5,2.5,34,6,2.5,31,2.5,2.5
Chinese,International  Relations ,PG Taught,321,24,10,309,31,17,321,37,19,282,35,23,277,31,21
Chinese,Language C.. ,UG Degree,48,2.5,2.5,56,11,2.5,66,10,2.5,62,19,6,84,17,2.5
Chinese,Law School  ,UG Degree,73,15,5,75,15,8,91,8,5,75,7,5,63,6,2.5
Chinese,Law School  ,PG Taught,739,97,53,571,74,39,537,82,40,535,79,46,580,89,48
Chinese,"Management   ,   ,",UG Degree,273,69,29,343,75,46,487,53,39,492,81,56,409,70,51
Chinese,Mathematics  ,UG Degree,340,67,35,407,54,35,494,62,49,548,50,24,562,56,29
Chinese,Methodology ,PG Taught,354,29,18,318,14,2.5,206,20,6,193,25,10,227,33,18
Chinese,"Philosophy,  Logic and S.. ",UG Degree,154,23,8,149,34,14,194,15,9,168,30,18,208,33,17
Chinese,"Philosophy,  Logic and S.. ",PG Taught,74,12,7,100,25,15,78,20,13,135,29,12,109,21,12
Chinese,Psychological  and Behavio.. ,UG Degree,83,16,7,150,23,7,231,18,2.5,248,32,14,217,32,13
Chinese,Psychological  and Behavio.. ,PG Taught,431,43,25,457,37,21,527,44,24,564,76,41,542,64,27
Chinese,School of Pu.. ,PG Taught,146,18,2.5,150,35,13,183,25,10,168,30,11,165,16,2.5
Chinese,Social Policy  ,UG Degree,84,6,2.5,100,18,11,157,2.5,2.5,183,7,6,185,9,5
Chinese,Social Policy  ,PG Taught,231,27,15,291,58,24,301,37,20,319,52,31,337,95,56
Chinese,Sociology  ,UG Degree,79,21,7,137,22,15,245,15,8,241,23,18,255,10,7
Chinese,Sociology  ,PG Taught,437,62,27,583,63,19,532,71,40,522,114,56,539,100,49
Chinese,"Statistics   ,   ,",UG Degree,253,57,21,282,67,39,446,58,43,481,65,42,373,49,33
Colombian,Accounting  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Colombian,Accounting  ,PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,2.5,0,0,0,0,0,0
Colombian,Anthropology  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Colombian,Anthropology  ,PG Taught,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,2.5
Colombian,Economic  History ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0
Colombian,Economic  History ,PG Taught,5,2.5,0,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0
Colombian,Economics  Economics ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Colombian,Economics  Economics ,PG Taught,2.5,2.5,0,6,2.5,2.5,2.5,0,0,6,2.5,2.5,2.5,2.5,0
Colombian,European In.. ,PG Taught,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,2.5,2.5,2.5,2.5,0
Colombian,Finance  ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Colombian,Finance  ,PG Taught,5,0,0,9,2.5,2.5,7,0,0,7,2.5,2.5,2.5,2.5,2.5
Colombian,Gender Stud.. ,PG Taught,7,2.5,0,7,5,2.5,7,2.5,2.5,9,5,2.5,10,5,2.5
Colombian,Geography  and Environ.. ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0
Colombian,Geography  and Environ.. ,PG Taught,32,15,6,31,16,2.5,41,21,10,24,9,7,28,11,7
Colombian,Government  ,UG Degree,2.5,0,0,6,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Colombian,Government  ,PG Taught,31,8,5,22,8,5,26,6,2.5,21,8,2.5,10,6,2.5
Colombian,Health Policy ,PG Taught,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0
Colombian,International.. ,PG Taught,27,15,6,14,6,5,19,8,6,24,11,6,21,14,5
Colombian,International  History ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombian,International  History ,PG Taught,2.5,0,0,2.5,2.5,2.5,2.5,0,0,0,0,0,2.5,0,0
Colombian,International  Relations ,UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0,2.5,0,0
Colombian,International  Relations ,PG Taught,11,2.5,0,10,2.5,2.5,8,2.5,2.5,11,2.5,2.5,2.5,0,0
Colombian,Language C.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Colombian,Law School  ,UG Degree,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Colombian,Law School  ,PG Taught,30,11,2.5,46,21,6,32,14,2.5,28,9,2.5,21,15,6
Colombian,Management  ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,2.5,0
Colombian,Management  ,PG Taught,25,13,8,32,14,7,27,10,2.5,18,10,2.5,20,10,7
Colombian,Mathematics  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Colombian,Mathematics  ,PG Taught,2.5,2.5,0,2.5,0,0,5,0,0,0,0,0,2.5,2.5,2.5
Colombian,Media and C.. ,PG Taught,8,5,2.5,8,2.5,0,12,5,2.5,2.5,2.5,2.5,7,5,5
Colombian,Methodology ,PG Taught,5,0,0,7,2.5,2.5,8,2.5,2.5,8,2.5,2.5,2.5,2.5,0
Colombian,"Philosophy,  Logic and S.. ",UG Degree,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0
Colombian,"Philosophy,  Logic and S.. ",PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,2.5,0,0,2.5,2.5,2.5
Colombian,Psychological  and Behavio.. ,UG Degree,2.5,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Colombian,Psychological  and Behavio.. ,PG Taught,7,2.5,2.5,11,6,2.5,17,5,2.5,12,2.5,0,2.5,2.5,2.5
Colombian,School of Pu.. ,PG Taught,33,18,2.5,23,17,2.5,27,21,8,30,21,2.5,30,16,6
Colombian,Social Policy  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,2.5,2.5,0,0,0,0
Colombian,Social Policy  ,PG Taught,11,5,2.5,12,5,2.5,13,6,5,8,6,2.5,9,5,2.5
Colombian,Sociology  ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Colombian,Sociology  ,PG Taught,11,6,2.5,14,8,2.5,15,2.5,2.5,11,2.5,2.5,18,6,2.5
Colombian,Statistics  ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Colombian,Statistics  ,PG Taught,12,2.5,2.5,5,2.5,2.5,7,2.5,0,5,2.5,0,2.5,0,0
Comoran,Government  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Congo (Democratic Republic),Accounting  ,UG Degree,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0
Congo (Democratic Republic),Accounting  ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Congo (Democratic Republic),Economic  History ,UG Degree,0,0,0,2.5,0,0,2.5,0,0,2.5,2.5,2.5,0,0,0
Congo (Democratic Republic),Economic  History ,PG Taught,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Economics  ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Congo (Democratic Republic),Economics  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Finance ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Gender Stud.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Geography .. ,PG Taught,2.5,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Government  ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0
Congo (Democratic Republic),Government  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Congo (Democratic Republic),Health Policy ,PG Taught,0,0,0,2.5,0,0,0,0,0,2.5,2.5,2.5,0,0,0
Congo (Democratic Republic),International.. ,PG Taught,2.5,2.5,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Congo (Democratic Republic),International  Relations ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Congo (Democratic Republic),International  Relations ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Law School  Management ,UG Degree,2.5,0,0,2.5,0,0,0,0,0,2.5,0,0,2.5,0,0
Congo (Democratic Republic),Law School  Management ,PG Taught,2.5,2.5,2.5,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0
Congo (Democratic Republic),Mathematics  Media and C.. ,UG Degree,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
Congo (Democratic Republic),Mathematics  Media and C.. ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Congo (Democratic Republic),School of Pu.. ,PG Taught,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Congo (Democratic Republic),Social Policy  ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Congo (Democratic Republic),Social Policy  ,PG Taught,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Congo (Democratic Republic),Sociology ,PG Taught,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,2.5,0,0
Congo (Democratic Republic),Statistics ,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Congo (Peoples Republic),Government  Health Policy ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Congo (Peoples Republic),Government  Health Policy ,PG Taught,0,0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,2.5,0
Congo (Peoples Republic),International.. ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Congo (Peoples Republic),Management  Methodology ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Congo (Peoples Republic),Management  Methodology ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Congo (Peoples Republic),"Philosophy, ..  School of Pu.. ",UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Congo (Peoples Republic),"Philosophy, ..  School of Pu.. ",PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Costa Rican,Accounting  Economics ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Accounting  Economics ,PG Taught,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5,0,0
Costa Rican,European In.. ,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Costa Rican,Finance  Gender Stud.. ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Finance  Gender Stud.. ,PG Taught,2.5,0,0,2.5,0,0,2.5,2.5,0,2.5,0,0,0,0,0
Costa Rican,Geography  and Environ.. ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
Costa Rican,Geography  and Environ.. ,PG Taught,2.5,2.5,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0
Costa Rican,Government  ,UG Degree,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0
Costa Rican,Government  ,PG Taught,2.5,0,0,2.5,2.5,0,2.5,2.5,0,2.5,0,0,0,0,0
Costa Rican,Health Policy ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,International.. ,PG Taught,5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5
Costa Rican,Language C..  Law School ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Language C..  Law School ,PG Taught,2.5,2.5,2.5,2.5,2.5,0,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5
Costa Rican,Management ,PG Taught,5,2.5,2.5,2.5,2.5,0,0,0,0,2.5,2.5,2.5,2.5,2.5,2.5
Costa Rican,Mathematics  Media and C.. ,UG Degree,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Costa Rican,Mathematics  Media and C.. ,PG Taught,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,2.5,2.5
Costa Rican,Methodology ,PG Taught,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,0,0,2.5,0,0
Costa Rican,"Philosophy, ..  Psychologic.. ",UG Degree,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0
Costa Rican,"Philosophy, ..  Psychologic.. ",PG Taught,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,0,2.5,0,0,2.5,0,0
Costa Rican,School of Pu.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,2.5,2.5,0,2.5,2.5,2.5
Costa Rican,Social Policy ,PG Taught,0,0,0,2.5,2.5,0,2.5,2.5,0,2.5,2.5,0,0,0,0
Costa Rican,Sociology ,PG Taught,2.5,0,0,2.5,2.5,0,2.5,2.5,2.5,0,0,0,2.5,2.5,2.5
Croatian,Accounting  ,UG Degree,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0,0,0
Croatian,Accounting  ,PG Taught,0,0,0,2.5,0,0,2.5,2.5,2.5,0,0,0,2.5,2.5,2.5
Croatian,Anthropology ,UG Degree,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Economic  History ,UG Degree,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0
Croatian,Economic  History ,PG Taught,2.5,2.5,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Croatian,Economics  ,UG Degree,7,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,2.5,0
Croatian,Economics  ,PG Taught,0,0,0,2.5,0,0,2.5,2.5,0,2.5,2.5,0,2.5,0,0
