Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023
Chinese,Mathematics,UG Degree,340,67,35,407,54,35,494,62,49,548,50,24,562,56,29
Chinese,Mathematics,PG Taught,733,117,40,894,177,65,147,49,853,139,41,692,154,52,
Chinese,"Media and C..  ,   ,",PG Taught,130,94,172,113,156,111,161,116,190,123,,,,,
Chinese,Methodology,PG Taught,354,29,18,318,14,*,206,20,6,193,25,10,227,33,18
Chinese,"Philosophy, Logic and Scientific Method",UG Degree,154,23,8,149,34,14,194,15,9,168,30,18,208,33,17
Chinese,"Philosophy, Logic and Scientific Method",PG Taught,74,12,7,100,25,15,78,20,13,135,29,12,109,21,12
Chinese,Psychological and Behavio..,UG Degree,83,16,7,150,23,7,231,18,*,248,32,14,217,32,13
Chinese,Psychological and Behavio..,PG Taught,431,43,25,457,37,21,527,44,24,564,76,41,542,64,27
Chinese,School of Public Policy,PG Taught,146,18,*,150,35,13,183,25,10,168,30,11,165,16,*
Chinese,Social Policy,UG Degree,84,6,*,100,18,11,157,*,*,183,7,6,185,9,5
Chinese,Social Policy,PG Taught,231,27,15,291,58,24,301,37,20,319,52,31,337,95,56
Chinese,Sociology,UG Degree,79,21,7,137,22,15,245,15,8,241,23,18,255,10,7
Chinese,Sociology,PG Taught,437,62,27,583,63,19,532,71,40,522,114,56,539,100,49
Chinese,"Statistics ,   ,",UG Degree,253,57,21,282,67,39,446,58,43,481,65,42,373,49,33
Chinese,"Statistics ,   ,",PG Taught,131,55,185,78,170,80,190,77,953,179,66,,,,
Colombian,Accounting,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Colombian,Accounting,PG Taught,0,0,0,*,*,0,*,*,*,0,0,0,0,0,0
Colombian,Anthropology,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Colombian,Anthropology,PG Taught,*,*,*,*,*,0,*,*,*,*,*,0,*,*,*
Colombian,Economic History,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Colombian,Economic History,PG Taught,5,*,0,*,*,*,*,*,0,*,*,0,*,*,0
Colombian,Economics Economics,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Colombian,Economics Economics,PG Taught,*,*,0,6,*,*,*,0,0,6,*,*,*,*,0
Colombian,European Institute,PG Taught,*,*,0,*,*,0,*,0,0,*,*,*,*,*,0
Colombian,Finance,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Colombian,Finance,PG Taught,5,0,0,9,*,*,7,0,0,7,*,*,*,*,*
Colombian,Gender Studies,PG Taught,7,*,0,7,5,*,7,*,*,9,5,*,10,5,*
Colombian,Geography and Environment,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Colombian,Geography and Environment,PG Taught,32,15,6,31,16,*,41,21,10,24,9,7,28,11,7
Colombian,Government,UG Degree,*,0,0,6,0,0,*,0,0,*,0,0,*,0,0
Colombian,Government,PG Taught,31,8,5,22,8,5,26,6,*,21,8,*,10,6,*
Colombian,Health Policy,PG Taught,0,0,0,*,*,*,*,*,*,0,0,0,0,0,0
Colombian,International Development,PG Taught,27,15,6,14,6,5,19,8,6,24,11,6,21,14,5
Colombian,International History,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombian,International History,PG Taught,*,0,0,*,*,*,*,0,0,0,0,0,*,0,0
Colombian,International Relations,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Colombian,International Relations,PG Taught,11,*,0,10,*,*,8,*,*,11,*,*,*,0,0
Colombian,Language C..,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Colombian,Law School,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
Colombian,Law School,PG Taught,30,11,*,46,21,6,32,14,*,28,9,*,21,15,6
Colombian,Management,UG Degree,0,0,0,*,0,0,*,0,0,0,0,0,*,*,0
Colombian,Management,PG Taught,25,13,8,32,14,7,27,10,*,18,10,*,20,10,7
Colombian,Mathematics,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Colombian,Mathematics,PG Taught,*,*,0,*,0,0,5,0,0,0,0,0,*,*,*
Colombian,Media and Communications,PG Taught,8,5,*,8,*,0,12,5,*,*,*,*,7,5,5
Colombian,Methodology,PG Taught,5,0,0,7,*,*,8,*,*,8,*,*,*,*,0
Colombian,"Philosophy, Logic and Scientific Method",UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,0,0
Colombian,"Philosophy, Logic and Scientific Method",PG Taught,*,*,*,*,*,*,0,0,0,*,0,0,*,*,*
Colombian,Psychological and Behavio..,UG Degree,*,*,0,0,0,0,*,0,0,0,0,0,0,0,0
Colombian,Psychological and Behavio..,PG Taught,7,*,*,11,6,*,17,5,*,12,*,0,*,*,*
Colombian,School of Public Policy,PG Taught,33,18,*,23,17,*,27,21,8,30,21,*,30,16,6
Colombian,Social Policy,UG Degree,*,0,0,0,0,0,*,0,0,*,*,0,0,0,0
Colombian,Social Policy,PG Taught,11,5,*,12,5,*,13,6,5,8,6,*,9,5,*
Colombian,Sociology,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Colombian,Sociology,PG Taught,11,6,*,14,8,*,15,*,*,11,*,*,18,6,*
Colombian,Statistics,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Colombian,Statistics,PG Taught,12,*,*,5,*,*,7,*,0,5,*,0,*,0,0
Comoran,Government,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
(Comoros Isl.. Mathematics,Government,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Congo,Accounting,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
(Democratic,Accounting,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Republic),Accounting,,,,,,,,,,,,,,,,
Republic),Economic History,UG Degree,0,0,0,*,0,0,*,0,0,*,*,*,0,0,0
Republic),Economic History,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Republic),Economics,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Republic),Economics,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic),Finance,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Gender Studies,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republic),Geography ..,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Government,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
Republic),Government,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Republic),Health Policy,PG Taught,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
Republic),International Development,PG Taught,*,*,0,*,0,0,0,0,0,*,0,0,0,0,0
Republic),International Relations,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Congo,International Relations,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(Democratic,International Relations,,,,,,,,,,,,,,,,
Republic),Law School Management,UG Degree,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Republic),Law School Management,PG Taught,*,*,*,*,0,0,*,0,0,*,*,0,*,0,0
Republic),Mathematics Media and C..,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Republic),Mathematics Media and C..,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),School of Public Policy,PG Taught,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Republic),Social Policy,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Republic),Social Policy,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Republic),Sociology,PG Taught,*,*,*,*,0,0,0,0,0,0,0,0,*,0,0
Republic),Statistics,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Congo,Government Health Policy,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
(Peoples,Government Health Policy,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0
Republic),Government Health Policy,,,,,,,,,,,,,,,,
Republic),International Development,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Management Methodology,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),Management Methodology,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
Republic),"Philosophy, .. School of Pu..",UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Republic),"Philosophy, .. School of Pu..",PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Costa Rican,Accounting Economics,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Accounting Economics,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Costa Rican,European Institute,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Costa Rican,Finance Gender Stud..,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Finance Gender Stud..,PG Taught,*,0,0,*,0,0,*,*,0,*,0,0,0,0,0
Costa Rican,Geography and Environment,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Costa Rican,Geography and Environment,PG Taught,*,*,0,*,*,0,0,0,0,0,0,0,0,0,0
Costa Rican,Government,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Costa Rican,Government,PG Taught,*,0,0,*,*,0,*,*,0,*,0,0,0,0,0
Costa Rican,Health Policy,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,International Development,PG Taught,5,*,0,*,*,0,*,0,0,*,*,0,*,*,*
Costa Rican,Language C.. Law School,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rican,Language C.. Law School,PG Taught,*,*,*,*,*,0,*,0,0,*,*,0,*,*,*
Costa Rican,Management,PG Taught,5,*,*,*,*,0,0,0,0,*,*,*,*,*,*
Costa Rican,Mathematics Media and C..,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Costa Rican,Mathematics Media and C..,PG Taught,*,*,0,*,*,0,*,*,0,*,0,0,*,*,*
Costa Rican,Methodology,PG Taught,*,*,0,*,*,0,*,0,0,*,0,0,*,0,0
Costa Rican,"Philosophy, .. Psychologic..",UG Degree,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
Costa Rican,"Philosophy, .. Psychologic..",PG Taught,*,*,*,*,*,0,*,*,0,*,0,0,*,0,0
Costa Rican,School of Public Policy,PG Taught,*,*,*,*,*,*,*,*,0,*,*,0,*,*,*
Costa Rican,Social Policy,PG Taught,0,0,0,*,*,0,*,*,0,*,*,0,0,0,0
Costa Rican,Sociology,PG Taught,*,0,0,*,*,0,*,*,*,0,0,0,*,*,*
Croatian,Accounting,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
Croatian,Accounting,PG Taught,0,0,0,*,0,0,*,*,*,0,0,0,*,*,*
Croatian,Anthropology,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Economic History,UG Degree,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Croatian,Economic History,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,*,*,0
Croatian,Economics,UG Degree,7,0,0,0,0,0,*,0,0,*,0,0,*,*,0
Croatian,Economics,PG Taught,0,0,0,*,0,0,*,*,0,*,*,0,*,0,0
Croatian,European Institute,PG Taught,*,0,0,*,*,0,*,*,*,*,*,*,0,0,0
Croatian,Finance,UG Degree,*,*,0,0,0,0,*,0,0,*,0,0,0,0,0
Croatian,Finance,PG Taught,5,0,0,*,0,0,*,0,0,*,0,0,7,*,0
Croatian,Gender Studies,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Geography and Environment,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Croatian,Geography and Environment,PG Taught,*,*,0,*,0,0,0,0,0,0,0,0,*,0,0
Croatian,Government,UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,0,*
Croatian,Government,PG Taught,*,0,0,*,*,*,0,0,0,*,0,0,*,*,*
Croatian,Health Policy,PG Taught,0,0,0,*,*,*,0,0,0,*,0,0,*,*,*
Croatian,International Development,PG Taught,0,0,0,*,0,0,0,0,0,*,*,*,0,0,0
Croatian,International Development,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Croatian,International Relations,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Croatian,International Relations,PG Taught,*,*,*,0,0,0,0,0,0,*,*,*,*,*,0
Croatian,Language C..,UG Degree,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatian,Law School,UG Degree,*,0,0,*,*,*,*,0,0,*,0,0,*,0,0
Croatian,Law School,PG Taught,*,*,0,*,*,*,0,0,0,*,0,0,*,*,*
Croatian,Management,UG Degree,6,*,0,*,*,*,0,0,0,*,0,0,0,0,0
Croatian,Management,PG Taught,7,*,*,6,*,*,*,*,0,*,*,*,6,*,*
Croatian,Mathematics,UG Degree,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Croatian,Mathematics,PG Taught,*,0,0,*,*,0,*,0,0,0,0,0,0,0,0
Croatian,Media and Communications,PG Taught,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0
Croatian,Methodology,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Croatian,"Philosophy, ..",UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Croatian,Psychological and Behavio..,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Croatian,Psychological and Behavio..,PG Taught,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Croatian,School of Public Policy,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Croatian,Social Policy,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Croatian,Sociology,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Croatian,Sociology,PG Taught,*,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Croatian,Statistics,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
Cuban,Accounting,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Cuban,Economics International..,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Cuban,Economics International..,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuban,International Relations,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Cuban,International Relations,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0
Cuban,Mathematics,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuban,Sociology Law School,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Cypriot,Sociology Law School,PG Taught,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0
Cypriot,Accounting,UG Degree,7,*,*,13,*,*,9,*,*,18,6,*,13,5,*
(European,Accounting,PG Taught,0,0,0,*,*,*,0,0,0,*,0,0,*,*,*
Union),Accounting,,,,,,,,,,,,,,,,
Union),Anthropology,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*
Union),Anthropology,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Union),Economic History,UG Degree,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
Union),Economic History,PG Taught,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0
Union),Economics,UG Degree,10,0,0,12,*,*,8,*,*,9,0,0,15,*,*
Union),Economics,PG Taught,*,0,0,5,*,0,*,0,0,5,0,0,*,0,0
Union),European Institute,PG Taught,*,0,0,*,*,*,*,0,0,*,*,0,*,*,*
Union),Finance,UG Degree,*,*,0,*,0,0,*,*,*,8,*,*,*,*,*
Union),Finance,PG Taught,26,5,*,35,5,*,25,*,0,16,*,*,12,0,0
Union),Gender Studies,PG Taught,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Union),Geography and Environment,UG Degree,*,*,*,*,0,0,*,*,0,6,*,*,*,*,0
Union),Geography and Environment,PG Taught,*,0,0,*,*,0,7,*,*,5,*,*,6,*,*
Union),Government,UG Degree,*,0,0,*,0,0,9,*,*,5,0,0,*,0,0
Union),Government,PG Taught,*,*,*,*,*,*,6,*,0,5,0,0,*,0,0
Union),Health Policy,PG Taught,0,0,0,*,*,*,0,0,0,0,0,0,*,*,0
Union),International Development,PG Taught,0,0,0,0,0,0,*,0,0,*,*,*,*,*,0
Cypriot,International,UG Degree,*,*,*,*,0,0,*,0,0,*,0,0,*,0,0
(European,History,,,,,,,,,,,,,,,,
Union),History,PG Taught,0,0,0,*,*,0,0,0,0,0,0,0,*,*,0
Union),International Relations,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,*,0,0
Union),International Relations,PG Taught,*,*,0,*,*,*,*,*,*,*,*,*,5,*,0
Union),Language C..,UG Degree,*,*,0,0,0,0,*,*,*,*,0,0,0,0,0
Union),Law School,UG Degree,12,5,*,18,*,*,9,*,0,14,*,*,13,*,*
Union),Law School,PG Taught,36,19,12,31,13,10,15,10,5,16,6,6,19,7,*
Union),Management,UG Degree,*,*,*,9,*,*,6,*,0,5,0,0,*,*,*
Union),Management,PG Taught,21,6,*,16,*,*,31,7,*,34,9,7,25,10,7
Union),Mathematics,UG Degree,10,*,*,10,*,*,8,0,0,7,*,0,9,0,0
Union),Mathematics,PG Taught,9,*,*,5,*,*,5,*,0,5,*,*,6,*,0
Union),Media and Communications,PG Taught,*,*,0,*,0,0,6,*,*,*,*,*,*,*,*
Union),"Philosophy, Logic and Scientific Method",UG Degree,*,0,0,*,*,*,*,0,0,6,*,0,*,0,0
Union),"Philosophy, Logic and Scientific Method",PG Taught,0,0,0,0,0,0,*,*,0,*,0,0,0,0,0
Union),Psychological and Behavio..,UG Degree,0,0,0,*,*,0,0,0,0,*,0,0,*,0,0
Union),Psychological and Behavio..,PG Taught,*,*,*,*,*,*,*,*,0,*,0,0,*,0,0
Union),School of Public Policy,PG Taught,*,*,*,0,0,0,0,0,0,*,0,0,0,0,0
Union),Social Policy,UG Degree,*,*,*,*,0,0,*,0,0,0,0,0,*,*,*
Union),Social Policy,PG Taught,*,*,*,0,0,0,*,*,0,*,*,*,0,0,0
Union),Sociology,UG Degree,*,*,0,0,0,0,*,0,0,*,*,*,0,0,0
Union),Sociology,PG Taught,5,*,*,*,0,0,0,0,0,*,*,*,*,0,0
Union),Statistics,UG Degree,7,*,*,11,*,*,10,*,*,7,*,*,11,*,*
Union),Statistics,PG Taught,16,6,*,13,5,*,9,*,*,9,*,*,6,*,0
Cypriot (Non-,Accounting,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
European,Anthropology,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Union),Anthropology,,,,,,,,,,,,,,,,
Union),Economic Hi..,PG Taught,0,0,0,*,*,*,*,*,0,0,0,0,0,0,0
Union),International Development,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Union),Law School,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
Czech,Accounting,UG Degree,0,0,0,*,0,0,0,0,0,5,*,*,6,*,0
Czech,Accounting,PG Taught,*,0,0,*,0,0,*,*,*,*,*,*,*,*,*
Czech,Anthropology,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,*,*,0
Czech,Anthropology,PG Taught,*,0,0,*,*,*,0,0,0,0,0,0,0,0,0
Czech,Economic History,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,*,*,*
Czech,Economic History,PG Taught,*,0,0,*,*,*,*,0,0,*,*,0,*,*,0
Czech,Economics,UG Degree,6,0,0,*,0,0,*,0,0,9,*,0,*,*,0
Czech,Economics,PG Taught,*,*,0,0,0,0,5,0,0,*,*,*,*,0,0
Czech,European Institute,PG Taught,5,*,*,*,*,*,*,*,*,*,*,*,*,0,0
Czech,Finance,UG Degree,*,*,0,*,0,0,0,0,0,7,*,*,*,*,*
Czech,Finance,PG Taught,9,6,*,*,*,*,9,*,0,*,*,*,*,0,0
Czech,Gender Studies,PG Taught,0,0,0,*,*,*,0,0,0,*,*,*,0,0,0
Czech,Geography and Environment,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Czech,Geography and Environment,PG Taught,*,*,*,6,*,*,*,0,0,*,*,*,*,0,0
Czech,Government,UG Degree,11,*,*,8,*,*,6,*,0,*,*,0,*,0,0
Czech,Government,PG Taught,*,*,*,*,*,0,*,*,0,7,*,0,*,*,0
Czech,Health Policy,PG Taught,*,*,0,*,*,*,*,*,*,0,0,0,0,0,0
Czech,International Development,PG Taught,6,*,0,*,*,*,*,*,0,*,*,*,*,*,*
Czech,International History,UG Degree,*,*,0,*,0,0,0,0,0,*,0,0,6,*,0
Czech,International History,PG Taught,*,*,*,0,0,0,0,0,0,0,0,0,*,*,*
Czech,International Relations,UG Degree,*,0,0,*,*,*,*,*,0,*,0,0,*,0,0
Czech,International Relations,PG Taught,*,0,0,*,*,*,*,0,0,5,*,*,*,*,*
Czech,Language C..,UG Degree,*,0,0,*,0,0,*,0,0,0,0,0,*,*,*
Czech,Law School,UG Degree,13,*,*,5,*,*,9,*,0,5,*,*,*,*,*
Czech,Law School,PG Taught,0,0,0,5,*,*,7,*,*,*,0,0,*,*,0
Czech,Management,UG Degree,5,0,0,*,*,*,*,*,0,*,*,0,*,0,0
Czech,Management,PG Taught,10,*,*,7,*,*,*,*,0,10,*,*,6,*,*
Czech,Mathematics,UG Degree,*,*,0,*,0,0,0,0,0,*,0,0,*,0,0
Czech,Mathematics,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,*,*,0
Czech,Media and Communications,PG Taught,*,*,0,*,0,0,*,*,*,*,*,0,0,0,0
Czech,Methodology,PG Taught,0,0,0,*,0,0,*,*,0,*,*,0,*,0,0
Czech,"Philosophy, Logic and Scientific Method",UG Degree,5,*,0,9,*,0,*,0,0,5,0,0,*,*,0
Czech,"Philosophy, Logic and Scientific Method",PG Taught,*,0,0,0,0,0,0,0,0,*,*,0,0,0,0
Czech,Psychological and Behavio..,UG Degree,0,0,0,*,*,0,*,0,0,*,0,0,*,0,0
Czech,Psychological and Behavio..,PG Taught,*,*,0,*,*,*,5,*,0,*,0,0,*,*,*
Czech,School of Public Policy,PG Taught,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0
Czech,Social Policy,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Czech,Social Policy,PG Taught,*,*,*,*,*,0,*,*,*,*,*,0,*,*,0
Czech,Sociology,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
Czech,Sociology,PG Taught,*,*,0,*,*,0,*,0,0,0,0,0,*,*,*
Czech,Statistics,UG Degree,*,0,0,*,0,0,*,*,*,*,0,0,*,0,0
Czech,Statistics,PG Taught,0,0,0,*,*,0,*,0,0,*,0,0,*,0,0
Danish,Accounting,UG Degree,*,*,0,*,0,0,*,*,0,*,0,0,*,0,0
Danish,Accounting,PG Taught,*,0,0,0,0,0,*,*,*,*,0,0,0,0,0
Danish,Anthropology,UG Degree,6,*,*,*,*,*,*,*,*,*,0,0,*,0,0
Danish,Anthropology,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,*,*,*
Danish,Economic History,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Danish,Economic History,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
Danish,Economics,UG Degree,14,0,0,9,*,*,6,0,0,6,0,0,6,0,0
Danish,Economics,PG Taught,7,*,*,7,*,*,*,*,*,5,*,0,7,6,*
Danish,European Institute,PG Taught,0,0,0,*,*,0,*,*,*,*,0,0,7,5,*
Danish,Finance,UG Degree,0,0,0,5,*,*,*,*,*,6,0,0,*,0,0
Danish,Finance,PG Taught,5,*,*,8,*,*,17,7,*,8,5,*,6,*,*
Danish,Gender Studies,PG Taught,0,0,0,*,*,*,*,*,0,*,*,0,*,0,0
Danish,Geography and Environment,UG Degree,*,*,0,*,*,0,*,0,0,*,0,0,*,0,0
Danish,Geography and Environment,PG Taught,5,*,*,*,*,*,9,*,*,6,*,*,5,*,*
Danish,Government,UG Degree,24,*,*,11,*,0,9,*,*,9,0,0,6,*,0
Danish,Government,PG Taught,9,*,*,8,6,*,5,*,*,8,*,*,5,*,*
Danish,Health Policy,PG Taught,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0
Danish,International Development,PG Taught,5,*,*,*,0,0,*,*,0,*,*,0,5,*,*
Danish,International History,UG Degree,7,*,*,*,*,*,*,0,0,*,*,0,*,*,0
Danish,International History,PG Taught,0,0,0,*,*,0,0,0,0,*,*,0,*,*,*
Danish,International Relations,UG Degree,8,0,0,6,*,0,*,0,0,0,0,0,6,*,0
Danish,International Relations,PG Taught,5,*,*,6,*,*,5,*,*,*,*,0,9,5,*
Danish,Language C..,UG Degree,*,*,0,*,*,*,*,*,0,*,*,0,0,0,0
Danish,Law School,UG Degree,5,*,0,7,*,0,13,0,0,7,*,*,*,0,0
Danish,Law School,PG Taught,8,*,0,*,*,0,*,0,0,0,0,0,*,*,*
Danish,Management,UG Degree,11,*,*,*,*,0,6,0,0,*,*,0,*,0,0
Danish,Management,PG Taught,14,6,*,6,*,*,11,*,*,*,0,0,8,*,*
Danish,Mathematics,UG Degree,*,*,0,5,*,*,*,0,0,*,0,0,*,0,0
Danish,Mathematics,PG Taught,5,*,*,0,0,0,*,*,*,*,*,*,*,*,0
Danish,Media and Communications,PG Taught,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Danish,Methodology,PG Taught,*,0,0,*,*,*,*,*,*,*,*,0,*,0,0
Danish,"Philosophy, Logic and Scientific Method",UG Degree,14,*,*,16,*,*,7,0,0,6,*,0,*,0,0
Danish,"Philosophy, Logic and Scientific Method",PG Taught,6,*,*,*,*,0,0,0,0,*,*,*,0,0,0
Danish,Psychological and Behavio..,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Danish,Psychological and Behavio..,PG Taught,6,*,*,*,*,*,5,*,*,8,5,*,*,*,*
Danish,School of Public Policy,PG Taught,*,0,0,*,*,0,0,0,0,*,*,*,0,0,0
Danish,Social Policy,UG Degree,*,*,0,*,0,0,*,0,0,0,0,0,*,*,0
Danish,Social Policy,PG Taught,*,*,0,*,0,0,0,0,0,0,0,0,*,0,0
Danish,Sociology,UG Degree,*,*,0,*,*,*,*,*,0,*,0,0,0,0,0
Danish,Sociology,PG Taught,*,*,*,7,5,*,6,*,*,*,0,0,*,*,*
Danish,Statistics,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,0,0,0
Danish,Statistics,PG Taught,*,*,*,*,0,0,0,0,0,*,0,0,*,*,*
Djibouti,Accounting,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Djibouti,"Philosophy, ..",UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
Dominican,Accounting,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
Dominican,Accounting,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
Dominican,Anthropology,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
Dominican,Economic Hi..,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
