Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Acceptance Rate 2019,Entrance Rate 2019,Acceptance Rate 2020,Entrance Rate 2020,Acceptance Rate 2021,Entrance Rate 2021,Acceptance Rate 2022,Entrance Rate 2022,Acceptance Rate 2023,Entrance Rate 2023
Bulgarian,"Philosophy,  Logic and S.. ",UG Degree,5.0,2.5,2.5,2.5,0.0,0.0,6.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.5,1.0,0.0,,0.4166666666666667,1.0,0.0,,0.0,
Bulgarian,"Philosophy,  Logic and S.. ",PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,1.0,,
Bulgarian,Psychological  and Behavio.. ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,1.0,0.0,,,1.0,0.0
Bulgarian,Psychological  and Behavio.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,,1.0,0.0,0.5,0.0,0.0,,1.0,1.0
Bulgarian,School of Pu.. ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,,,,,,,0.0,
Bulgarian,Social Policy  ,UG Degree,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,,,1.0,1.0,0.0,,1.0,1.0,0.0,
Bulgarian,Social Policy  ,PG Taught,2.5,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,0.4166666666666667,1.0,0.0,,0.0,,1.0,1.0
Bulgarian,Sociology  ,UG Degree,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,1.0,1.0,,,0.0,,0.0,
Bulgarian,Sociology  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,6.0,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4166666666666667,1.0,,
Bulgarian,Statistics  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,
Bulgarian,Statistics  ,PG Taught,2.5,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,,0.0,inf,,,1.0,1.0,1.0,1.0
Croatian,Accounting  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,
Croatian,Accounting  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,,,0.0,,1.0,1.0,,,1.0,1.0
Croatian,Anthropology ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Croatian,Economic  History ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,
Croatian,Economic  History ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,,,,,,,1.0,0.0
Croatian,Economics  ,UG Degree,7.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,,,0.0,,0.0,,1.0,0.0
Croatian,Economics  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,
Croatian,European In.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,
Croatian,Finance  ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,
Croatian,Finance  ,PG Taught,5.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,7.0,2.5,0.0,0.0,,0.0,,0.0,,0.0,,0.35714285714285715,0.0
Croatian,Gender Stud.. ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Croatian,Geography  and Environ.. ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,,,,,0.0,
Croatian,Geography  and Environ.. ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,
Croatian,Government  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,,0.0,,0.0,,,,0.0,inf
Croatian,Government  ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,,1.0,1.0,,,0.0,,1.0,1.0
Croatian,Health Policy ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,1.0,1.0,,,0.0,,1.0,1.0
Croatian,International.. ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,,,0.0,,,,1.0,1.0,,
Croatian,International.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,
Croatian,International  Relations ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,
Croatian,International  Relations ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0
Croatian,Language C.. ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
Croatian,Law School  ,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
Croatian,Law School  ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,0.0,1.0,1.0,,,0.0,,1.0,1.0
Croatian,Management  ,UG Degree,6.0,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,1.0,1.0,,,0.0,,,
Croatian,Management  ,PG Taught,7.0,2.5,2.5,6.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,6.0,2.5,2.5,0.35714285714285715,1.0,0.4166666666666667,1.0,1.0,0.0,1.0,1.0,0.4166666666666667,1.0
Croatian,Mathematics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,
Croatian,Mathematics  ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,,
Croatian,Media and C.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,
Croatian,Methodology ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
Croatian,"Philosophy, .. ",UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Croatian,Psychological  and Behavio.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,
Croatian,Psychological  and Behavio.. ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Croatian,School of Pu.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Croatian,Social Policy ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Croatian,Sociology  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
Croatian,Sociology  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,,,,
Croatian,Statistics ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,,,0.0,,0.0,,0.0,
Czech,Accounting  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,2.5,2.5,6.0,2.5,0.0,,,0.0,,,,0.5,1.0,0.4166666666666667,0.0
Czech,Accounting  ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0
Czech,Anthropology  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,,,0.0,,,,0.0,,1.0,0.0
Czech,Anthropology  ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,,,,,
Czech,Economic  History ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,0.0,,,,0.0,,1.0,1.0
Czech,Economic  History ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0
Czech,Economics  ,UG Degree,6.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,9.0,2.5,0.0,2.5,2.5,0.0,0.0,,0.0,,0.0,,0.2777777777777778,0.0,1.0,0.0
Czech,Economics  ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,1.0,0.0,,,0.0,,1.0,1.0,0.0,
Czech,European In.. ,PG Taught,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Czech,Finance  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,7.0,2.5,2.5,2.5,2.5,2.5,1.0,0.0,0.0,,,,0.35714285714285715,1.0,1.0,1.0
Czech,Finance  ,PG Taught,9.0,6.0,2.5,2.5,2.5,2.5,9.0,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.6666666666666666,0.4166666666666667,1.0,1.0,0.2777777777777778,0.0,1.0,1.0,0.0,
Czech,Gender Stud.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,,,1.0,1.0,,,1.0,1.0,,
Czech,Geography  and Environ.. ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,
Czech,Geography  and Environ.. ,PG Taught,2.5,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,1.0,1.0,0.4166666666666667,1.0,0.0,,1.0,1.0,0.0,
Czech,Government  ,UG Degree,11.0,2.5,2.5,8.0,2.5,2.5,6.0,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.22727272727272727,1.0,0.3125,1.0,0.4166666666666667,0.0,1.0,0.0,0.0,
Czech,Government  ,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,7.0,2.5,0.0,2.5,2.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.35714285714285715,0.0,1.0,0.0
Czech,Health Policy ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,
Czech,International.. ,PG Taught,6.0,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.4166666666666667,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Czech,International  History ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,6.0,2.5,0.0,1.0,0.0,0.0,,,,0.0,,0.4166666666666667,0.0
Czech,International  History ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,1.0,1.0,,,,,,,1.0,1.0
Czech,International  Relations ,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,
Czech,International  Relations ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,,1.0,1.0,0.0,,0.5,1.0,1.0,1.0
Czech,Language C.. ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,,0.0,,0.0,,,,1.0,1.0
Czech,Law School  ,UG Degree,13.0,2.5,2.5,5.0,2.5,2.5,9.0,2.5,0.0,5.0,2.5,2.5,2.5,2.5,2.5,0.19230769230769232,1.0,0.5,1.0,0.2777777777777778,0.0,0.5,1.0,1.0,1.0
Czech,Law School  ,PG Taught,0.0,0.0,0.0,5.0,2.5,2.5,7.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,,,0.5,1.0,0.35714285714285715,1.0,0.0,,1.0,0.0
Czech,Management  ,UG Degree,5.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
Czech,Management  ,PG Taught,10.0,2.5,2.5,7.0,2.5,2.5,2.5,2.5,0.0,10.0,2.5,2.5,6.0,2.5,2.5,0.25,1.0,0.35714285714285715,1.0,1.0,0.0,0.25,1.0,0.4166666666666667,1.0
Czech,Mathematics  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,,,0.0,,0.0,
Czech,Mathematics  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,,,0.0,,,,0.0,,1.0,0.0
Czech,Media and C.. ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,,
Czech,Methodology ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,
Czech,"Philosophy,  Logic and S.. ",UG Degree,5.0,2.5,0.0,9.0,2.5,0.0,2.5,0.0,0.0,5.0,0.0,0.0,2.5,2.5,0.0,0.5,0.0,0.2777777777777778,0.0,0.0,,0.0,,1.0,0.0
Czech,"Philosophy,  Logic and S.. ",PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,,
Czech,Psychological  and Behavio.. ,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,1.0,0.0,0.0,,0.0,,0.0,
Czech,Psychological  and Behavio.. ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,5.0,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,0.0,1.0,1.0,0.5,0.0,0.0,,1.0,1.0
Czech,School of Pu.. ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,
Czech,Social Policy  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,0.0,,,,0.0,
Czech,Social Policy  ,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Czech,Sociology  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
Czech,Sociology  ,PG Taught,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,1.0,0.0,1.0,0.0,0.0,,,,1.0,1.0
Czech,Statistics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,
Czech,Statistics  ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,1.0,0.0,0.0,,0.0,,0.0,
Danish,Accounting  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,
Danish,Accounting  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,,,
Danish,Anthropology  ,UG Degree,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,
Danish,Anthropology  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,0.0,,,,0.0,,1.0,1.0
Danish,Economic  History ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Danish,Economic  History ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,,,,,,,,,1.0,1.0
Danish,Economics  ,UG Degree,14.0,0.0,0.0,9.0,2.5,2.5,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.2777777777777778,1.0,0.0,,0.0,,0.0,
Danish,Economics  ,PG Taught,7.0,2.5,2.5,7.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,0.0,7.0,6.0,2.5,0.35714285714285715,1.0,0.35714285714285715,1.0,1.0,1.0,0.5,0.0,0.8571428571428571,0.4166666666666667
Danish,European In.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,7.0,5.0,2.5,,,1.0,0.0,1.0,1.0,0.0,,0.7142857142857143,0.5
Danish,Finance  ,UG Degree,0.0,0.0,0.0,5.0,2.5,2.5,2.5,2.5,2.5,6.0,0.0,0.0,2.5,0.0,0.0,,,0.5,1.0,1.0,1.0,0.0,,0.0,
Danish,Finance  ,PG Taught,5.0,2.5,2.5,8.0,2.5,2.5,17.0,7.0,2.5,8.0,5.0,2.5,6.0,2.5,2.5,0.5,1.0,0.3125,1.0,0.4117647058823529,0.35714285714285715,0.625,0.5,0.4166666666666667,1.0
Danish,Gender Stud.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
Danish,Geography  and Environ.. ,UG Degree,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,
Danish,Geography  and Environ.. ,PG Taught,5.0,2.5,2.5,2.5,2.5,2.5,9.0,2.5,2.5,6.0,2.5,2.5,5.0,2.5,2.5,0.5,1.0,1.0,1.0,0.2777777777777778,1.0,0.4166666666666667,1.0,0.5,1.0
Danish,Government  ,UG Degree,24.0,2.5,2.5,11.0,2.5,0.0,9.0,2.5,2.5,9.0,0.0,0.0,6.0,2.5,0.0,0.10416666666666667,1.0,0.22727272727272727,0.0,0.2777777777777778,1.0,0.0,,0.4166666666666667,0.0
Danish,Government  ,PG Taught,9.0,2.5,2.5,8.0,6.0,2.5,5.0,2.5,2.5,8.0,2.5,2.5,5.0,2.5,2.5,0.2777777777777778,1.0,0.75,0.4166666666666667,0.5,1.0,0.3125,1.0,0.5,1.0
Danish,Health Policy ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,
Danish,International.. ,PG Taught,5.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,5.0,2.5,2.5,0.5,1.0,0.0,,1.0,0.0,1.0,0.0,0.5,1.0
Danish,International  History ,UG Degree,7.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.35714285714285715,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0
Danish,International  History ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,,,1.0,0.0,,,1.0,0.0,1.0,1.0
Danish,International  Relations ,UG Degree,8.0,0.0,0.0,6.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,6.0,2.5,0.0,0.0,,0.4166666666666667,0.0,0.0,,,,0.4166666666666667,0.0
Danish,International  Relations ,PG Taught,5.0,2.5,2.5,6.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,9.0,5.0,2.5,0.5,1.0,0.4166666666666667,1.0,0.5,1.0,1.0,0.0,0.5555555555555556,0.5
Danish,Language C.. ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
Danish,Law School  ,UG Degree,5.0,2.5,0.0,7.0,2.5,0.0,13.0,0.0,0.0,7.0,2.5,2.5,2.5,0.0,0.0,0.5,0.0,0.35714285714285715,0.0,0.0,,0.35714285714285715,1.0,0.0,
Danish,Law School  ,PG Taught,8.0,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.3125,0.0,1.0,0.0,0.0,,,,1.0,1.0
Danish,Management  ,UG Degree,11.0,2.5,2.5,2.5,2.5,0.0,6.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.22727272727272727,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,
Danish,Management  ,PG Taught,14.0,6.0,2.5,6.0,2.5,2.5,11.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,0.42857142857142855,0.4166666666666667,0.4166666666666667,1.0,0.22727272727272727,1.0,0.0,,0.3125,1.0
Danish,Mathematics  ,UG Degree,2.5,2.5,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,,0.0,,0.0,
Danish,Mathematics  ,PG Taught,5.0,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0
Danish,Media and C.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Danish,Methodology ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
Danish,"Philosophy,  Logic and S.. ",UG Degree,14.0,2.5,2.5,16.0,2.5,2.5,7.0,0.0,0.0,6.0,2.5,0.0,2.5,0.0,0.0,0.17857142857142858,1.0,0.15625,1.0,0.0,,0.4166666666666667,0.0,0.0,
Danish,"Philosophy,  Logic and S.. ",PG Taught,6.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.4166666666666667,1.0,1.0,0.0,,,1.0,1.0,,
Danish,Psychological  and Behavio.. ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Danish,Psychological  and Behavio.. ,PG Taught,6.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,0.4166666666666667,1.0,1.0,1.0,0.5,1.0,0.625,0.5,1.0,1.0
Danish,School of Pu.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,1.0,0.0,,,1.0,1.0,,
