Country,Nationality,GDP,Population,GDP per Capita,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Acceptance Rate 2019,Entrance Rate 2019,Acceptance Rate 2020,Entrance Rate 2020,Acceptance Rate 2021,Entrance Rate 2021,Acceptance Rate 2022,Entrance Rate 2022,Acceptance Rate 2023,Entrance Rate 2023
Bulgaria,Bulgarian,89040398406,6781953,13129,Health Policy ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,International.. ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,1.0,0.0,,,1.0,1.0,1.0,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,International  History ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,,,0.0,,0.0,,0.0,,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,International  History ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,,,,,,,1.0,0.0,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,International  Relations ,UG Degree,2.5,0.0,0.0,5.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,,0.5,0.0,,,1.0,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,International  Relations ,PG Taught,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,6.0,2.5,0.0,2.5,2.5,2.5,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,0.0,1.0,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Language C.. ,UG Degree,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,,,1.0,1.0,,,,,1.0,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Law School  ,UG Degree,18.0,2.5,2.5,13.0,2.5,0.0,8.0,2.5,2.5,6.0,2.5,0.0,8.0,2.5,0.0,0.1388888888888889,1.0,0.19230769230769232,0.0,0.3125,1.0,0.4166666666666667,0.0,0.3125,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Law School  ,PG Taught,9.0,2.5,2.5,7.0,2.5,2.5,8.0,5.0,2.5,5.0,2.5,2.5,2.5,0.0,0.0,0.2777777777777778,1.0,0.35714285714285715,1.0,0.625,0.5,0.5,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Management  ,UG Degree,5.0,0.0,0.0,12.0,2.5,2.5,8.0,0.0,0.0,6.0,2.5,0.0,6.0,2.5,2.5,0.0,,0.20833333333333334,1.0,0.0,,0.4166666666666667,0.0,0.4166666666666667,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Management  ,PG Taught,13.0,5.0,5.0,13.0,2.5,2.5,7.0,2.5,2.5,8.0,2.5,2.5,21.0,8.0,2.5,0.38461538461538464,1.0,0.19230769230769232,1.0,0.35714285714285715,1.0,0.3125,1.0,0.38095238095238093,0.3125
Bulgaria,Bulgarian,89040398406,6781953,13129,Mathematics  ,UG Degree,5.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,,0.0,,0.0,,0.0,,1.0,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Mathematics  ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Media and C.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Methodology ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,"Philosophy,  Logic and S.. ",UG Degree,5.0,2.5,2.5,2.5,0.0,0.0,6.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.5,1.0,0.0,,0.4166666666666667,1.0,0.0,,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,"Philosophy,  Logic and S.. ",PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,1.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Psychological  and Behavio.. ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,1.0,0.0,,,1.0,0.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Psychological  and Behavio.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,,1.0,0.0,0.5,0.0,0.0,,1.0,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,School of Pu.. ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,,,,,,,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Social Policy  ,UG Degree,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,,,1.0,1.0,0.0,,1.0,1.0,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Social Policy  ,PG Taught,2.5,2.5,2.5,6.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,0.4166666666666667,1.0,0.0,,0.0,,1.0,1.0
Bulgaria,Bulgarian,89040398406,6781953,13129,Sociology  ,UG Degree,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,1.0,1.0,,,0.0,,0.0,
Bulgaria,Bulgarian,89040398406,6781953,13129,Sociology  ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,6.0,2.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4166666666666667,1.0,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Statistics  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,,
Bulgaria,Bulgarian,89040398406,6781953,13129,Statistics  ,PG Taught,2.5,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,,0.0,inf,,,1.0,1.0,1.0,1.0
Croatia,Croatian,70964606465,4030358,17608,Accounting  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,
Croatia,Croatian,70964606465,4030358,17608,Accounting  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,,,0.0,,1.0,1.0,,,1.0,1.0
Croatia,Croatian,70964606465,4030358,17608,Anthropology ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Croatia,Croatian,70964606465,4030358,17608,Economic  History ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,
Croatia,Croatian,70964606465,4030358,17608,Economic  History ,PG Taught,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,,,,,,,1.0,0.0
Croatia,Croatian,70964606465,4030358,17608,Economics  ,UG Degree,7.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,,,,0.0,,0.0,,1.0,0.0
Croatia,Croatian,70964606465,4030358,17608,Economics  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,0.0,,1.0,0.0,1.0,0.0,0.0,
Croatia,Croatian,70964606465,4030358,17608,European In.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,,
Croatia,Croatian,70964606465,4030358,17608,Finance  ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,0.0,,,
Croatia,Croatian,70964606465,4030358,17608,Finance  ,PG Taught,5.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,7.0,2.5,0.0,0.0,,0.0,,0.0,,0.0,,0.35714285714285715,0.0
Croatia,Croatian,70964606465,4030358,17608,Gender Stud.. ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Croatia,Croatian,70964606465,4030358,17608,Geography  and Environ.. ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,,,,,0.0,
Croatia,Croatian,70964606465,4030358,17608,Geography  and Environ.. ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,
Croatia,Croatian,70964606465,4030358,17608,Government  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,,0.0,,0.0,,,,0.0,inf
Croatia,Croatian,70964606465,4030358,17608,Government  ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,0.0,,1.0,1.0,,,0.0,,1.0,1.0
Croatia,Croatian,70964606465,4030358,17608,Health Policy ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,1.0,1.0,,,0.0,,1.0,1.0
Croatia,Croatian,70964606465,4030358,17608,International.. ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,,,0.0,,,,1.0,1.0,,
Croatia,Croatian,70964606465,4030358,17608,International.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,
Croatia,Croatian,70964606465,4030358,17608,International  Relations ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,
Croatia,Croatian,70964606465,4030358,17608,International  Relations ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0
Croatia,Croatian,70964606465,4030358,17608,Language C.. ,UG Degree,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
Croatia,Croatian,70964606465,4030358,17608,Law School  ,UG Degree,2.5,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,
Croatia,Croatian,70964606465,4030358,17608,Law School  ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,0.0,1.0,1.0,,,0.0,,1.0,1.0
Croatia,Croatian,70964606465,4030358,17608,Management  ,UG Degree,6.0,2.5,0.0,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,1.0,1.0,,,0.0,,,
Croatia,Croatian,70964606465,4030358,17608,Management  ,PG Taught,7.0,2.5,2.5,6.0,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,6.0,2.5,2.5,0.35714285714285715,1.0,0.4166666666666667,1.0,1.0,0.0,1.0,1.0,0.4166666666666667,1.0
Croatia,Croatian,70964606465,4030358,17608,Mathematics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,
Croatia,Croatian,70964606465,4030358,17608,Mathematics  ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,,,
Croatia,Croatian,70964606465,4030358,17608,Media and C.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,
Croatia,Croatian,70964606465,4030358,17608,Methodology ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
Croatia,Croatian,70964606465,4030358,17608,"Philosophy, .. ",UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Croatia,Croatian,70964606465,4030358,17608,Psychological  and Behavio.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,
Croatia,Croatian,70964606465,4030358,17608,Psychological  and Behavio.. ,PG Taught,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,
Croatia,Croatian,70964606465,4030358,17608,School of Pu.. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Croatia,Croatian,70964606465,4030358,17608,Social Policy ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Croatia,Croatian,70964606465,4030358,17608,Sociology  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,
Croatia,Croatian,70964606465,4030358,17608,Sociology  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,,,,
Croatia,Croatian,70964606465,4030358,17608,Statistics ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,,,0.0,,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Accounting  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Accounting  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,0.0,,,
Denmark,Danish,395404000000,5882261,67220,Anthropology  ,UG Degree,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Anthropology  ,PG Taught,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,,,0.0,,,,0.0,,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,Economic  History ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Denmark,Danish,395404000000,5882261,67220,Economic  History ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,,,,,,,,,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,Economics  ,UG Degree,14.0,0.0,0.0,9.0,2.5,2.5,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.2777777777777778,1.0,0.0,,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Economics  ,PG Taught,7.0,2.5,2.5,7.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,0.0,7.0,6.0,2.5,0.35714285714285715,1.0,0.35714285714285715,1.0,1.0,1.0,0.5,0.0,0.8571428571428571,0.4166666666666667
Denmark,Danish,395404000000,5882261,67220,European In.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,7.0,5.0,2.5,,,1.0,0.0,1.0,1.0,0.0,,0.7142857142857143,0.5
Denmark,Danish,395404000000,5882261,67220,Finance  ,UG Degree,0.0,0.0,0.0,5.0,2.5,2.5,2.5,2.5,2.5,6.0,0.0,0.0,2.5,0.0,0.0,,,0.5,1.0,1.0,1.0,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Finance  ,PG Taught,5.0,2.5,2.5,8.0,2.5,2.5,17.0,7.0,2.5,8.0,5.0,2.5,6.0,2.5,2.5,0.5,1.0,0.3125,1.0,0.4117647058823529,0.35714285714285715,0.625,0.5,0.4166666666666667,1.0
Denmark,Danish,395404000000,5882261,67220,Gender Stud.. ,PG Taught,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
Denmark,Danish,395404000000,5882261,67220,Geography  and Environ.. ,UG Degree,2.5,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Geography  and Environ.. ,PG Taught,5.0,2.5,2.5,2.5,2.5,2.5,9.0,2.5,2.5,6.0,2.5,2.5,5.0,2.5,2.5,0.5,1.0,1.0,1.0,0.2777777777777778,1.0,0.4166666666666667,1.0,0.5,1.0
Denmark,Danish,395404000000,5882261,67220,Government  ,UG Degree,24.0,2.5,2.5,11.0,2.5,0.0,9.0,2.5,2.5,9.0,0.0,0.0,6.0,2.5,0.0,0.10416666666666667,1.0,0.22727272727272727,0.0,0.2777777777777778,1.0,0.0,,0.4166666666666667,0.0
Denmark,Danish,395404000000,5882261,67220,Government  ,PG Taught,9.0,2.5,2.5,8.0,6.0,2.5,5.0,2.5,2.5,8.0,2.5,2.5,5.0,2.5,2.5,0.2777777777777778,1.0,0.75,0.4166666666666667,0.5,1.0,0.3125,1.0,0.5,1.0
Denmark,Danish,395404000000,5882261,67220,Health Policy ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,
Denmark,Danish,395404000000,5882261,67220,International.. ,PG Taught,5.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,5.0,2.5,2.5,0.5,1.0,0.0,,1.0,0.0,1.0,0.0,0.5,1.0
Denmark,Danish,395404000000,5882261,67220,International  History ,UG Degree,7.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.35714285714285715,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0
Denmark,Danish,395404000000,5882261,67220,International  History ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,2.5,,,1.0,0.0,,,1.0,0.0,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,International  Relations ,UG Degree,8.0,0.0,0.0,6.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,6.0,2.5,0.0,0.0,,0.4166666666666667,0.0,0.0,,,,0.4166666666666667,0.0
Denmark,Danish,395404000000,5882261,67220,International  Relations ,PG Taught,5.0,2.5,2.5,6.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,0.0,9.0,5.0,2.5,0.5,1.0,0.4166666666666667,1.0,0.5,1.0,1.0,0.0,0.5555555555555556,0.5
Denmark,Danish,395404000000,5882261,67220,Language C.. ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,
Denmark,Danish,395404000000,5882261,67220,Law School  ,UG Degree,5.0,2.5,0.0,7.0,2.5,0.0,13.0,0.0,0.0,7.0,2.5,2.5,2.5,0.0,0.0,0.5,0.0,0.35714285714285715,0.0,0.0,,0.35714285714285715,1.0,0.0,
Denmark,Danish,395404000000,5882261,67220,Law School  ,PG Taught,8.0,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.3125,0.0,1.0,0.0,0.0,,,,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,Management  ,UG Degree,11.0,2.5,2.5,2.5,2.5,0.0,6.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.22727272727272727,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,
Denmark,Danish,395404000000,5882261,67220,Management  ,PG Taught,14.0,6.0,2.5,6.0,2.5,2.5,11.0,2.5,2.5,2.5,0.0,0.0,8.0,2.5,2.5,0.42857142857142855,0.4166666666666667,0.4166666666666667,1.0,0.22727272727272727,1.0,0.0,,0.3125,1.0
Denmark,Danish,395404000000,5882261,67220,Mathematics  ,UG Degree,2.5,2.5,0.0,5.0,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.5,1.0,0.0,,0.0,,0.0,
Denmark,Danish,395404000000,5882261,67220,Mathematics  ,PG Taught,5.0,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0
Denmark,Danish,395404000000,5882261,67220,Media and C.. ,PG Taught,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,Methodology ,PG Taught,2.5,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
Denmark,Danish,395404000000,5882261,67220,"Philosophy,  Logic and S.. ",UG Degree,14.0,2.5,2.5,16.0,2.5,2.5,7.0,0.0,0.0,6.0,2.5,0.0,2.5,0.0,0.0,0.17857142857142858,1.0,0.15625,1.0,0.0,,0.4166666666666667,0.0,0.0,
Denmark,Danish,395404000000,5882261,67220,"Philosophy,  Logic and S.. ",PG Taught,6.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.4166666666666667,1.0,1.0,0.0,,,1.0,1.0,,
Denmark,Danish,395404000000,5882261,67220,Psychological  and Behavio.. ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Denmark,Danish,395404000000,5882261,67220,Psychological  and Behavio.. ,PG Taught,6.0,2.5,2.5,2.5,2.5,2.5,5.0,2.5,2.5,8.0,5.0,2.5,2.5,2.5,2.5,0.4166666666666667,1.0,1.0,1.0,0.5,1.0,0.625,0.5,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,School of Pu.. ,PG Taught,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,,1.0,0.0,,,1.0,1.0,,
Denmark,Danish,395404000000,5882261,67220,Social Policy  ,UG Degree,2.5,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0
Denmark,Danish,395404000000,5882261,67220,Social Policy  ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,1.0,0.0,0.0,,,,,,0.0,
Denmark,Danish,395404000000,5882261,67220,Sociology  ,UG Degree,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,
Denmark,Danish,395404000000,5882261,67220,Sociology  ,PG Taught,2.5,2.5,2.5,7.0,5.0,2.5,6.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,0.7142857142857143,0.5,0.4166666666666667,1.0,0.0,,1.0,1.0
Denmark,Danish,395404000000,5882261,67220,Statistics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,
Denmark,Danish,395404000000,5882261,67220,Statistics  ,PG Taught,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,2.5,1.0,1.0,0.0,,,,0.0,,1.0,1.0
Estonia,Estonian,38100812959,1326062,28732,Accounting ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,
Estonia,Estonian,38100812959,1326062,28732,Anthropology ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,0.0,,
Estonia,Estonian,38100812959,1326062,28732,Economics  ,UG Degree,2.5,2.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,
