Nationality,Department,Program,Applications 2019,Offers 2019,Entrances 2019,Applications 2020,Offers 2020,Entrances 2020,Applications 2021,Offers 2021,Entrances 2021,Applications 2022,Offers 2022,Entrances 2022,Applications 2023,Offers 2023,Entrances 2023,Acceptance Rate 2019,Entrance Rate 2019,Acceptance Rate 2020,Entrance Rate 2020,Acceptance Rate 2021,Entrance Rate 2021,Acceptance Rate 2022,Entrance Rate 2022,Acceptance Rate 2023,Entrance Rate 2023
Canadian,Geography  and Environ.. ,PG Taught,53.0,23.0,8.0,61.0,27.0,9.0,71.0,24.0,13.0,49.0,13.0,7.0,36.0,12.0,6.0,0.4339622641509434,0.34782608695652173,0.4426229508196721,0.3333333333333333,0.3380281690140845,0.5416666666666666,0.2653061224489796,0.5384615384615384,0.3333333333333333,0.5
Canadian,Government  ,UG Degree,32.0,2.5,2.5,32.0,6.0,2.5,28.0,2.5,0.0,45.0,2.5,2.5,40.0,6.0,2.5,0.078125,1.0,0.1875,0.4166666666666667,0.08928571428571429,0.0,0.05555555555555555,1.0,0.15,0.4166666666666667
Canadian,Government  ,PG Taught,82.0,28.0,16.0,57.0,26.0,16.0,65.0,27.0,9.0,59.0,24.0,12.0,45.0,20.0,10.0,0.34146341463414637,0.5714285714285714,0.45614035087719296,0.6153846153846154,0.4153846153846154,0.3333333333333333,0.4067796610169492,0.5,0.4444444444444444,0.5
Canadian,Health Policy ,PG Taught,39.0,23.0,13.0,30.0,20.0,13.0,30.0,16.0,7.0,24.0,15.0,10.0,22.0,12.0,2.5,0.5897435897435898,0.5652173913043478,0.6666666666666666,0.65,0.5333333333333333,0.4375,0.625,0.6666666666666666,0.5454545454545454,0.20833333333333334
Canadian,International.. ,PG Taught,56.0,18.0,10.0,40.0,19.0,5.0,47.0,19.0,10.0,40.0,16.0,6.0,41.0,23.0,9.0,0.32142857142857145,0.5555555555555556,0.475,0.2631578947368421,0.40425531914893614,0.5263157894736842,0.4,0.375,0.5609756097560976,0.391304347826087
Canadian,International  History ,UG Degree,12.0,2.5,2.5,10.0,2.5,2.5,10.0,2.5,2.5,14.0,2.5,0.0,20.0,9.0,2.5,0.20833333333333334,1.0,0.25,1.0,0.25,1.0,0.17857142857142858,0.0,0.45,0.2777777777777778
Canadian,International  History ,PG Taught,16.0,10.0,10.0,24.0,16.0,11.0,20.0,7.0,5.0,20.0,13.0,9.0,12.0,7.0,7.0,0.625,1.0,0.6666666666666666,0.6875,0.35,0.7142857142857143,0.65,0.6923076923076923,0.5833333333333334,1.0
Canadian,International  Relations ,UG Degree,16.0,2.5,2.5,8.0,2.5,2.5,10.0,2.5,2.5,15.0,2.5,2.5,9.0,2.5,2.5,0.15625,1.0,0.3125,1.0,0.25,1.0,0.16666666666666666,1.0,0.2777777777777778,1.0
Canadian,International  Relations ,PG Taught,57.0,19.0,12.0,58.0,18.0,7.0,53.0,15.0,2.5,51.0,24.0,15.0,38.0,18.0,9.0,0.3333333333333333,0.631578947368421,0.3103448275862069,0.3888888888888889,0.2830188679245283,0.16666666666666666,0.47058823529411764,0.625,0.47368421052631576,0.5
Canadian,Language C.. ,UG Degree,9.0,2.5,0.0,2.5,2.5,0.0,2.5,0.0,0.0,10.0,2.5,2.5,2.5,2.5,0.0,0.2777777777777778,0.0,1.0,0.0,0.0,,0.25,1.0,1.0,0.0
Canadian,Law School  ,UG Degree,90.0,8.0,6.0,91.0,10.0,5.0,98.0,8.0,2.5,109.0,8.0,2.5,90.0,6.0,2.5,0.08888888888888889,0.75,0.10989010989010989,0.5,0.08163265306122448,0.3125,0.07339449541284404,0.3125,0.06666666666666667,0.4166666666666667
Canadian,Law School  ,PG Taught,25.0,8.0,2.5,29.0,19.0,2.5,48.0,32.0,14.0,39.0,21.0,2.5,38.0,21.0,7.0,0.32,0.3125,0.6551724137931034,0.13157894736842105,0.6666666666666666,0.4375,0.5384615384615384,0.11904761904761904,0.5526315789473685,0.3333333333333333
Canadian,Management  ,UG Degree,29.0,11.0,7.0,27.0,6.0,2.5,40.0,5.0,2.5,24.0,2.5,2.5,38.0,2.5,2.5,0.3793103448275862,0.6363636363636364,0.2222222222222222,0.4166666666666667,0.125,0.5,0.10416666666666667,1.0,0.06578947368421052,1.0
Canadian,Management  ,PG Taught,52.0,11.0,7.0,66.0,17.0,7.0,51.0,14.0,7.0,34.0,7.0,2.5,57.0,20.0,7.0,0.21153846153846154,0.6363636363636364,0.25757575757575757,0.4117647058823529,0.27450980392156865,0.5,0.20588235294117646,0.35714285714285715,0.3508771929824561,0.35
Canadian,Mathematics  ,UG Degree,10.0,2.5,2.5,9.0,2.5,0.0,16.0,0.0,0.0,12.0,2.5,0.0,12.0,0.0,0.0,0.25,1.0,0.2777777777777778,0.0,0.0,,0.20833333333333334,0.0,0.0,
Canadian,Mathematics  ,PG Taught,6.0,0.0,0.0,16.0,2.5,2.5,5.0,2.5,2.5,11.0,5.0,2.5,8.0,2.5,2.5,0.0,,0.15625,1.0,0.5,1.0,0.45454545454545453,0.5,0.3125,1.0
Canadian,Media and C.. ,PG Taught,42.0,18.0,10.0,35.0,18.0,10.0,46.0,20.0,11.0,45.0,19.0,13.0,31.0,9.0,6.0,0.42857142857142855,0.5555555555555556,0.5142857142857142,0.5555555555555556,0.43478260869565216,0.55,0.4222222222222222,0.6842105263157895,0.2903225806451613,0.6666666666666666
Canadian,Methodology ,PG Taught,10.0,2.5,0.0,14.0,2.5,0.0,11.0,6.0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.25,0.0,0.17857142857142858,0.0,0.5454545454545454,0.4166666666666667,0.0,,1.0,0.0
Canadian,"Philosophy,  Logic and S.. ",UG Degree,17.0,5.0,2.5,16.0,2.5,2.5,21.0,2.5,2.5,34.0,2.5,2.5,28.0,2.5,2.5,0.29411764705882354,0.5,0.15625,1.0,0.11904761904761904,1.0,0.07352941176470588,1.0,0.08928571428571429,1.0
Canadian,"Philosophy,  Logic and S.. ",PG Taught,12.0,5.0,2.5,12.0,7.0,2.5,10.0,2.5,2.5,18.0,2.5,2.5,12.0,6.0,2.5,0.4166666666666667,0.5,0.5833333333333334,0.35714285714285715,0.25,1.0,0.1388888888888889,1.0,0.5,0.4166666666666667
Canadian,Psychological  and Behavio.. ,UG Degree,2.5,0.0,0.0,10.0,2.5,2.5,8.0,0.0,0.0,14.0,2.5,0.0,19.0,2.5,2.5,0.0,,0.25,1.0,0.0,,0.17857142857142858,0.0,0.13157894736842105,1.0
Canadian,Psychological  and Behavio.. ,PG Taught,30.0,9.0,2.5,30.0,5.0,2.5,40.0,16.0,9.0,28.0,14.0,10.0,27.0,8.0,5.0,0.3,0.2777777777777778,0.16666666666666666,0.5,0.4,0.5625,0.5,0.7142857142857143,0.2962962962962963,0.625
Canadian,School of Pu.. ,PG Taught,26.0,11.0,2.5,33.0,13.0,5.0,44.0,21.0,9.0,74.0,28.0,12.0,66.0,18.0,16.0,0.4230769230769231,0.22727272727272727,0.3939393939393939,0.38461538461538464,0.4772727272727273,0.42857142857142855,0.3783783783783784,0.42857142857142855,0.2727272727272727,0.8888888888888888
Canadian,Social Policy  ,UG Degree,12.0,0.0,2.5,2.5,0.0,0.0,10.0,2.5,2.5,11.0,0.0,2.5,18.0,2.5,2.5,0.0,inf,0.0,,0.25,1.0,0.0,inf,0.1388888888888889,1.0
Canadian,Social Policy  ,PG Taught,31.0,13.0,6.0,34.0,20.0,11.0,32.0,18.0,12.0,24.0,16.0,2.5,21.0,11.0,7.0,0.41935483870967744,0.46153846153846156,0.5882352941176471,0.55,0.5625,0.6666666666666666,0.6666666666666666,0.15625,0.5238095238095238,0.6363636363636364
Canadian,Sociology  Sociology ,UG Degree,2.5,2.5,0.0,5.0,0.0,0.0,2.5,0.0,0.0,2.5,2.5,0.0,8.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,
Canadian,Sociology  Sociology ,PG Taught,47.0,19.0,8.0,40.0,18.0,5.0,51.0,24.0,8.0,25.0,10.0,2.5,16.0,5.0,2.5,0.40425531914893614,0.42105263157894735,0.45,0.2777777777777778,0.47058823529411764,0.3333333333333333,0.4,0.25,0.3125,0.5
Canadian,Statistics  ,UG Degree,5.0,0.0,0.0,13.0,0.0,0.0,14.0,0.0,0.0,18.0,2.5,2.5,18.0,2.5,2.5,0.0,,0.0,,0.0,,0.1388888888888889,1.0,0.1388888888888889,1.0
Canadian,Statistics  ,PG Taught,22.0,2.5,0.0,23.0,2.5,0.0,11.0,2.5,0.0,11.0,2.5,0.0,14.0,2.5,2.5,0.11363636363636363,0.0,0.10869565217391304,0.0,0.22727272727272727,0.0,0.22727272727272727,0.0,0.17857142857142858,1.0
Cayman Islands,Accounting  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
Cayman Islands,Accounting  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,
Cayman Islands,Anthropology ,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,
Cayman Islands,Finance  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,,,,,,0.0,
Cayman Islands,Finance  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Cayman Islands,Geography .. ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,
Cayman Islands,Government  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Cayman Islands,Government  ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,,,,,1.0,1.0,1.0,1.0,,
Cayman Islands,Law School  Social Policy ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Cayman Islands,Law School  Social Policy ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,
Cayman Islands,Statistics ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Chad,Economics  ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Chad,Economics  ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Chad,Sociology ,PG Taught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,,,,,,,0.0,,0.0,
Chilean,Accounting ,PG Taught,2.5,2.5,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
Chilean,Anthropology ,PG Taught,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Chilean,Economic  History ,UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,
Chilean,Economic  History ,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,5.0,2.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,,0.0,
Chilean,Economics  ,UG Degree,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,
Chilean,Economics  ,PG Taught,15.0,5.0,2.5,5.0,2.5,2.5,2.5,0.0,0.0,5.0,2.5,0.0,5.0,2.5,2.5,0.3333333333333333,0.5,0.5,1.0,0.0,,0.5,0.0,0.5,1.0
Chilean,European In.. ,PG Taught,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Chilean,Finance ,PG Taught,5.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,,,,
Chilean,Gender Stud.. ,PG Taught,2.5,2.5,0.0,10.0,6.0,2.5,8.0,2.5,2.5,2.5,2.5,2.5,8.0,6.0,5.0,1.0,0.0,0.6,0.4166666666666667,0.3125,1.0,1.0,1.0,0.75,0.8333333333333334
Chilean,Geography  and Environ.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,,
Chilean,Geography  and Environ.. ,PG Taught,17.0,10.0,2.5,6.0,2.5,2.5,11.0,6.0,0.0,12.0,5.0,2.5,9.0,5.0,2.5,0.5882352941176471,0.25,0.4166666666666667,1.0,0.5454545454545454,0.0,0.4166666666666667,0.5,0.5555555555555556,0.5
Chilean,Government  ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,
Chilean,Government  ,PG Taught,25.0,10.0,8.0,26.0,12.0,2.5,22.0,9.0,5.0,15.0,8.0,6.0,19.0,7.0,2.5,0.4,0.8,0.46153846153846156,0.20833333333333334,0.4090909090909091,0.5555555555555556,0.5333333333333333,0.75,0.3684210526315789,0.35714285714285715
Chilean,Health Policy ,PG Taught,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,
Chilean,International.. ,PG Taught,12.0,5.0,2.5,2.5,2.5,0.0,6.0,2.5,2.5,2.5,2.5,0.0,9.0,2.5,0.0,0.4166666666666667,0.5,1.0,0.0,0.4166666666666667,1.0,1.0,0.0,0.2777777777777778,0.0
Chilean,International  History ,UG Degree,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,1.0,0.0,,,,,0.0,
Chilean,International  History ,PG Taught,0.0,0.0,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,1.0,0.0,1.0,0.0,,,0.0,
Chilean,International  Relations ,UG Degree,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,0.0,,0.0,,,,0.0,
Chilean,International  Relations ,PG Taught,15.0,2.5,2.5,8.0,2.5,0.0,7.0,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5,0.16666666666666666,1.0,0.3125,0.0,0.35714285714285715,1.0,0.0,,1.0,1.0
Chilean,Law School  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,
Chilean,Law School  ,PG Taught,27.0,11.0,2.5,43.0,18.0,2.5,42.0,15.0,6.0,44.0,9.0,2.5,37.0,16.0,2.5,0.4074074074074074,0.22727272727272727,0.4186046511627907,0.1388888888888889,0.35714285714285715,0.4,0.20454545454545456,0.2777777777777778,0.43243243243243246,0.15625
Chilean,Management  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,
Chilean,Management  ,PG Taught,34.0,24.0,11.0,39.0,21.0,5.0,25.0,15.0,6.0,24.0,16.0,6.0,16.0,10.0,2.5,0.7058823529411765,0.4583333333333333,0.5384615384615384,0.23809523809523808,0.6,0.4,0.6666666666666666,0.375,0.625,0.25
Chilean,Mathematics ,PG Taught,2.5,2.5,0.0,2.5,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,,,,
Chilean,Media and C.. ,PG Taught,10.0,5.0,2.5,9.0,7.0,2.5,5.0,2.5,0.0,7.0,2.5,2.5,13.0,5.0,2.5,0.5,0.5,0.7777777777777778,0.35714285714285715,0.5,0.0,0.35714285714285715,1.0,0.38461538461538464,0.5
Chilean,Methodology ,PG Taught,13.0,5.0,2.5,12.0,2.5,2.5,5.0,2.5,0.0,2.5,2.5,0.0,2.5,2.5,0.0,0.38461538461538464,0.5,0.20833333333333334,1.0,0.5,0.0,1.0,0.0,1.0,0.0
Chilean,"Philosophy,  Logic and S.. ",UG Degree,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,
Chilean,"Philosophy,  Logic and S.. ",PG Taught,5.0,2.5,0.0,5.0,2.5,2.5,2.5,0.0,0.0,5.0,2.5,0.0,5.0,2.5,2.5,0.5,0.0,0.5,1.0,0.0,,0.5,0.0,0.5,1.0
Chilean,Psychological  and Behavio.. ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Chilean,Psychological  and Behavio.. ,PG Taught,2.5,0.0,0.0,13.0,5.0,2.5,2.5,2.5,0.0,16.0,2.5,0.0,2.5,0.0,0.0,0.0,,0.38461538461538464,0.5,1.0,0.0,0.15625,0.0,0.0,
Chilean,School of Pu.. ,PG Taught,24.0,17.0,9.0,33.0,20.0,14.0,60.0,36.0,13.0,81.0,48.0,24.0,76.0,52.0,15.0,0.7083333333333334,0.5294117647058824,0.6060606060606061,0.7,0.6,0.3611111111111111,0.5925925925925926,0.5,0.6842105263157895,0.28846153846153844
Chilean,Social Policy  ,UG Degree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,,,,,,,,,0.0,
Chilean,Social Policy  ,PG Taught,16.0,8.0,5.0,17.0,9.0,0.0,10.0,6.0,2.5,13.0,5.0,2.5,7.0,2.5,2.5,0.5,0.625,0.5294117647058824,0.0,0.6,0.4166666666666667,0.38461538461538464,0.5,0.35714285714285715,1.0
Chilean,Sociology ,PG Taught,23.0,16.0,7.0,19.0,13.0,5.0,13.0,6.0,2.5,14.0,8.0,2.5,13.0,7.0,2.5,0.6956521739130435,0.4375,0.6842105263157895,0.38461538461538464,0.46153846153846156,0.4166666666666667,0.5714285714285714,0.3125,0.5384615384615384,0.35714285714285715
Chilean,Statistics ,PG Taught,7.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,7.0,0.0,0.0,0.35714285714285715,0.0,0.0,,,,0.0,,0.0,
Chinese,"Accounting   ,   ,",UG Degree,299.0,29.0,17.0,325.0,50.0,38.0,348.0,28.0,21.0,331.0,14.0,6.0,215.0,30.0,23.0,0.09698996655518395,0.5862068965517241,0.15384615384615385,0.76,0.08045977011494253,0.75,0.04229607250755287,0.42857142857142855,0.13953488372093023,0.7666666666666667
Chinese,Anthropology  ,UG Degree,46.0,11.0,5.0,44.0,24.0,6.0,105.0,21.0,7.0,103.0,37.0,11.0,130.0,31.0,8.0,0.2391304347826087,0.45454545454545453,0.5454545454545454,0.25,0.2,0.3333333333333333,0.3592233009708738,0.2972972972972973,0.23846153846153847,0.25806451612903225
Chinese,Anthropology  ,PG Taught,217.0,89.0,46.0,278.0,126.0,71.0,326.0,77.0,43.0,371.0,63.0,31.0,396.0,113.0,58.0,0.41013824884792627,0.5168539325842697,0.45323741007194246,0.5634920634920635,0.2361963190184049,0.5584415584415584,0.16981132075471697,0.49206349206349204,0.28535353535353536,0.5132743362831859
Chinese,Economic  History ,UG Degree,76.0,11.0,7.0,104.0,18.0,12.0,155.0,7.0,5.0,143.0,7.0,2.5,115.0,12.0,8.0,0.14473684210526316,0.6363636363636364,0.17307692307692307,0.6666666666666666,0.04516129032258064,0.7142857142857143,0.04895104895104895,0.35714285714285715,0.10434782608695652,0.6666666666666666
Chinese,Economic  History ,PG Taught,259.0,46.0,24.0,292.0,80.0,51.0,359.0,42.0,26.0,602.0,89.0,58.0,493.0,103.0,55.0,0.1776061776061776,0.5217391304347826,0.273972602739726,0.6375,0.116991643454039,0.6190476190476191,0.1478405315614618,0.651685393258427,0.20892494929006086,0.5339805825242718
Chinese,Economics  ,UG Degree,458.0,72.0,44.0,554.0,75.0,52.0,831.0,56.0,28.0,782.0,76.0,48.0,624.0,65.0,36.0,0.1572052401746725,0.6111111111111112,0.13537906137184116,0.6933333333333334,0.06738868832731648,0.5,0.09718670076726342,0.631578947368421,0.10416666666666667,0.5538461538461539
Chinese,Economics  ,PG Taught,481.0,183.0,63.0,603.0,246.0,91.0,765.0,193.0,67.0,754.0,244.0,81.0,626.0,243.0,63.0,0.3804573804573805,0.3442622950819672,0.4079601990049751,0.3699186991869919,0.2522875816993464,0.3471502590673575,0.32360742705570295,0.3319672131147541,0.38817891373801916,0.25925925925925924
Chinese,European In.. ,PG Taught,199.0,51.0,27.0,249.0,50.0,35.0,228.0,38.0,28.0,209.0,49.0,33.0,194.0,48.0,26.0,0.2562814070351759,0.5294117647058824,0.20080321285140562,0.7,0.16666666666666666,0.7368421052631579,0.23444976076555024,0.673469387755102,0.24742268041237114,0.5416666666666666
Chinese,"Finance   ,   ,",UG Degree,118.0,10.0,7.0,138.0,11.0,2.5,191.0,2.5,0.0,220.0,2.5,2.5,119.0,0.0,0.0,0.0847457627118644,0.7,0.07971014492753623,0.22727272727272727,0.013089005235602094,0.0,0.011363636363636364,1.0,0.0,
Chinese,Gender Stud.. ,PG Taught,217.0,23.0,12.0,225.0,34.0,17.0,249.0,23.0,17.0,304.0,43.0,28.0,368.0,63.0,36.0,0.10599078341013825,0.5217391304347826,0.1511111111111111,0.5,0.09236947791164658,0.7391304347826086,0.14144736842105263,0.6511627906976745,0.17119565217391305,0.5714285714285714
Chinese,Geography  and Environ.. ,UG Degree,80.0,22.0,9.0,103.0,24.0,16.0,130.0,11.0,8.0,177.0,8.0,6.0,195.0,18.0,10.0,0.275,0.4090909090909091,0.23300970873786409,0.6666666666666666,0.08461538461538462,0.7272727272727273,0.04519774011299435,0.75,0.09230769230769231,0.5555555555555556
Chinese,Government  ,UG Degree,113.0,11.0,2.5,138.0,27.0,13.0,209.0,17.0,11.0,205.0,30.0,15.0,180.0,40.0,15.0,0.09734513274336283,0.22727272727272727,0.1956521739130435,0.48148148148148145,0.08133971291866028,0.6470588235294118,0.14634146341463414,0.5,0.2222222222222222,0.375
Chinese,Government  ,PG Taught,374.0,38.0,27.0,402.0,56.0,37.0,423.0,49.0,29.0,377.0,42.0,28.0,305.0,50.0,32.0,0.10160427807486631,0.7105263157894737,0.13930348258706468,0.6607142857142857,0.11583924349881797,0.5918367346938775,0.11140583554376658,0.6666666666666666,0.16393442622950818,0.64
Chinese,Health Policy ,PG Taught,222.0,35.0,23.0,167.0,38.0,24.0,271.0,80.0,31.0,475.0,126.0,57.0,647.0,91.0,39.0,0.15765765765765766,0.6571428571428571,0.2275449101796407,0.631578947368421,0.2952029520295203,0.3875,0.26526315789473687,0.4523809523809524,0.14064914992272023,0.42857142857142855
Chinese,International.. ,PG Taught,273.0,26.0,15.0,304.0,26.0,11.0,287.0,29.0,11.0,366.0,41.0,17.0,511.0,50.0,23.0,0.09523809523809523,0.5769230769230769,0.08552631578947369,0.4230769230769231,0.10104529616724739,0.3793103448275862,0.11202185792349727,0.4146341463414634,0.09784735812133072,0.46
Chinese,International  History ,UG Degree,40.0,9.0,5.0,47.0,13.0,2.5,72.0,2.5,0.0,72.0,17.0,5.0,87.0,39.0,8.0,0.225,0.5555555555555556,0.2765957446808511,0.19230769230769232,0.034722222222222224,0.0,0.2361111111111111,0.29411764705882354,0.4482758620689655,0.20512820512820512
Chinese,International  History ,PG Taught,76.0,27.0,24.0,151.0,56.0,32.0,163.0,40.0,25.0,220.0,52.0,35.0,206.0,60.0,35.0,0.35526315789473684,0.8888888888888888,0.3708609271523179,0.5714285714285714,0.24539877300613497,0.625,0.23636363636363636,0.6730769230769231,0.2912621359223301,0.5833333333333334
Chinese,International  Relations ,UG Degree,32.0,12.0,2.5,44.0,8.0,5.0,62.0,5.0,2.5,34.0,6.0,2.5,31.0,2.5,2.5,0.375,0.20833333333333334,0.18181818181818182,0.625,0.08064516129032258,0.5,0.17647058823529413,0.4166666666666667,0.08064516129032258,1.0
Chinese,International  Relations ,PG Taught,321.0,24.0,10.0,309.0,31.0,17.0,321.0,37.0,19.0,282.0,35.0,23.0,277.0,31.0,21.0,0.07476635514018691,0.4166666666666667,0.10032362459546926,0.5483870967741935,0.11526479750778816,0.5135135135135135,0.12411347517730496,0.6571428571428571,0.11191335740072202,0.6774193548387096
Chinese,Language C.. ,UG Degree,48.0,2.5,2.5,56.0,11.0,2.5,66.0,10.0,2.5,62.0,19.0,6.0,84.0,17.0,2.5,0.052083333333333336,1.0,0.19642857142857142,0.22727272727272727,0.15151515151515152,0.25,0.3064516129032258,0.3157894736842105,0.20238095238095238,0.14705882352941177
Chinese,Law School  ,UG Degree,73.0,15.0,5.0,75.0,15.0,8.0,91.0,8.0,5.0,75.0,7.0,5.0,63.0,6.0,2.5,0.2054794520547945,0.3333333333333333,0.2,0.5333333333333333,0.08791208791208792,0.625,0.09333333333333334,0.7142857142857143,0.09523809523809523,0.4166666666666667
Chinese,Law School  ,PG Taught,739.0,97.0,53.0,571.0,74.0,39.0,537.0,82.0,40.0,535.0,79.0,46.0,580.0,89.0,48.0,0.13125845737483086,0.5463917525773195,0.1295971978984238,0.527027027027027,0.1527001862197393,0.4878048780487805,0.14766355140186915,0.5822784810126582,0.15344827586206897,0.5393258426966292
Chinese,"Management   ,   ,",UG Degree,273.0,69.0,29.0,343.0,75.0,46.0,487.0,53.0,39.0,492.0,81.0,56.0,409.0,70.0,51.0,0.25274725274725274,0.42028985507246375,0.21865889212827988,0.6133333333333333,0.10882956878850103,0.7358490566037735,0.16463414634146342,0.691358024691358,0.17114914425427874,0.7285714285714285
Chinese,Mathematics  ,UG Degree,340.0,67.0,35.0,407.0,54.0,35.0,494.0,62.0,49.0,548.0,50.0,24.0,562.0,56.0,29.0,0.19705882352941176,0.5223880597014925,0.13267813267813267,0.6481481481481481,0.12550607287449392,0.7903225806451613,0.09124087591240876,0.48,0.099644128113879,0.5178571428571429
Chinese,Methodology ,PG Taught,354.0,29.0,18.0,318.0,14.0,2.5,206.0,20.0,6.0,193.0,25.0,10.0,227.0,33.0,18.0,0.08192090395480225,0.6206896551724138,0.0440251572327044,0.17857142857142858,0.0970873786407767,0.3,0.12953367875647667,0.4,0.14537444933920704,0.5454545454545454
Chinese,"Philosophy,  Logic and S.. ",UG Degree,154.0,23.0,8.0,149.0,34.0,14.0,194.0,15.0,9.0,168.0,30.0,18.0,208.0,33.0,17.0,0.14935064935064934,0.34782608695652173,0.22818791946308725,0.4117647058823529,0.07731958762886598,0.6,0.17857142857142858,0.6,0.15865384615384615,0.5151515151515151
